CHIAVE,ID_NOTA,ELEMENTO_IT,ATTIVITA_IT,COMBO_DIRETTA_IT,COMBO_PARLATA_IT,ATECO2025,IT_INDEX_CLEAN
,14929.0,filati per ulteriori lavorazioni [yarn for further processing],filatura [spinning],"filati per ulteriori lavorazioni, filatura",filatura di filati per ulteriori lavorazioni,13.10.00,"filati per ulteriori lavorazioni, filatura"
,14929.0,fili per il commercio [thread for trade],filatura [spinning],"fili per il commercio, filatura",filatura di fili per il commercio,13.10.00,"fili per il commercio, filatura"
,14929.0,fili per ulteriori lavorazioni [thread for further processing],filatura [spinning],"fili per ulteriori lavorazioni, filatura",filatura di fili per ulteriori lavorazioni,13.10.00,"fili per ulteriori lavorazioni, filatura"
,29233.0,fibre riciclate da materie prime secondarie [recycled fibres from secondary raw materials],filatura [spinning],"fibre riciclate da materie prime secondarie, filatura",filatura di fibre riciclate da materie prime secondarie,13.10.00,"fibre riciclate da materie prime secondarie, filatura"
,,tessili [textiles],finissaggio [finishing],"tessili, finissaggio",finissaggio di tessili,13.30.00,"tessili, finissaggio"
,35610.0,macchine agricole  con operatori e manovratori [agricultural machinery with operators and crew],fornitura [provision],"macchine agricole  con operatori e manovratori, fornitura",fornitura di macchine agricole con relativi operatori (manovratori),01.61.99,"macchine agricole con operatori e manovratori, fornitura"
,35610.0,macchine agricole [agricultural machinery],fornitura con operatori e manovratori [provision with operators and crew],"macchine agricole, fornitura con operatori e manovratori",fornitura di macchine agricole con relativi operatori (manovratori),01.61.99,"macchine agricole, fornitura con operatori e manovratori"
,28413.0,pietre ornamentali [ornamental stone],frantumazione [crushing],"pietre ornamentali, frantumazione",frantumazione di pietre ornamentali,08.11.00,"pietre ornamentali, frantumazione"
,28413.0,pietre da costruzione [building stone],frantumazione [crushing],"pietre da costruzione, frantumazione",frantumazione di pietre da costruzione,08.11.00,"pietre da costruzione, frantumazione"
,28414.0,calcare [limestone],frantumazione [crushing],"calcare, frantumazione",frantumazione di calcare,08.11.00,"calcare, frantumazione"
,28435.0,ghiaia [gravel],frantumazione [crushing],"ghiaia, frantumazione",frantumazione di ghiaia,08.12.00,"ghiaia, frantumazione"
,34753.0,sale [salt],frantumazione da parte del produttore [crushing by the producer],"sale, frantumazione da parte del produttore",frantumazione di sale da parte del produttore,08.99.01,"sale, frantumazione da parte del produttore"
,35567.0,sale da salamoia [salt],frantumazione da parte del produttore [crushing by the producer],"sale da salamoia, frantumazione da parte del produttore",frantumazione di sale da salamoia da parte del produttore,08.99.03,"sale da salamoia, frantumazione da parte del produttore"
,34755.0,sale marino [salt],frantumazione da parte del produttore [crushing by the producer],"sale marino, frantumazione da parte del produttore",frantumazione di sale marino da parte del produttore,08.99.02,"sale marino, frantumazione da parte del produttore"
,29636.0,gas di filiazione del carbone [coal seam gas],fratturazione per l'estrazione [fracking to extract],"gas di filiazione del carbone, fratturazione per l'estrazione",fratturazione per l'estrazione di gas di filiazione del carbone,06.20.00,"gas di filiazione del carbone, fratturazione per estrazione"
,30254.0,vivai forestali [forest tree nurseries],gestione [operation],"vivai forestali, gestione",gestione di vivai forestali,02.10.00,"vivai forestali, gestione"
,34348.0,vivai marini [marine fish hatcheries],gestione [operation],"vivai marini, gestione",gestione di vivai marini,03.21.09,"vivai marini, gestione"
,34348.0,allevamenti di vermi marini [marine worm farms],gestione [operation],"allevamenti di vermi marini, gestione",gestione di allevamenti di vermi marini,03.21.09,"allevamenti di vermi marini, gestione"
,34354.0,vivai di pesci di acqua dolce [fish hatcheries (freshwater)],gestione [operation],"vivai di pesci di acqua dolce, gestione",gestione di vivai di pesci di acqua dolce,03.22.09,"vivai di pesci di acqua dolce, gestione"
,34354.0,vivai di pesci di acqua dolce [fish hatcheries (freshwater)],gestione [operation],"vivai di pesci di acqua dolce, gestione",gestione di vivai di pesci di acqua dolce,03.22.09,"vivai di pesci di acqua dolce, gestione"
,29911.0,vivai di colture legnose (esclusi vivai forestali o vivai per la silvicoltura) [tree nurseries (except forest tree nurseries)],gestione [operation],"vivai di colture legnose (esclusi vivai forestali o vivai per la silvicoltura), gestione",gestione di vivai di colture legnose (esclusi vivai forestali o vivai per la silvicoltura),01.30.00,vivai di colture legnose (
,30028.0,incubatoi per pollame [poultry hatcheries],gestione [operation],"incubatoi per pollame, gestione",gestione di incubatoi per pollame,01.47.00,"incubatoi per pollame, gestione"
,35618.0,sistemi di irrigazione agricoli [agricultural irrigation equipment],gestione [operation],"sistemi di irrigazione agricoli, gestione",gestione di sistemi di irrigazione agricoli,01.61.99,"sistemi di irrigazione agricoli, gestione"
,30194.0,cotone [cotton],ginnatura [ginning],"cotone, ginnatura",ginnatura del cotone,01.63.10,"cotone, ginnatura"
,14933.0,indumenti [purchased garments],gommatura [rubberising],"indumenti, gommatura",gommatura di indumenti,13.30.00,"indumenti, gommatura"
,21094.0,vini [wine],imbottigliamento [bottling],"vini, imbottigliamento",imbottigliamento di vini,11.02.10,"vini, imbottigliamento"
,21415.0,filati sintetici [synthetic filament yarns],immersione [dipping],"filati sintetici, immersione",immersione di filati sintetici,13.10.00,"filati sintetici, immersione"
,21415.0,filati artificiali [artificial filament yarns],immersione [dipping],"filati artificiali, immersione",immersione di filati artificiali,13.10.00,"filati artificiali, immersione"
,14933.0,indumenti [purchased garments],impermeabilizzazione [waterproofing],"indumenti, impermeabilizzazione",impermeabilizzazione di indumenti,13.30.00,"indumenti, impermeabilizzazione"
,14933.0,indumenti [purchased garments],impregnatura [impregnating],"indumenti, impregnatura",impregnatura di indumenti,13.30.00,"indumenti, impregnatura"
,32577.0,mandrie [herd],ingresso al pascolo [agistment services],"mandrie, ingresso al pascolo",ingresso al pascolo,01.62.09,"mandrie, ingresso al pascolo"
,32527.0,foreste [forests],inventari [inventories],"foreste, inventari",inventari forestali,02.40.00,"foreste, inventari"
,35614.0,colture [crop],irrorazione [spraying],"colture, irrorazione",irrorazione delle colture,01.61.99,"colture, irrorazione"
,35614.0,colture [crop],irrorazione per via aerea [spraying by air],"colture, irrorazione per via aerea",irrorazione delle colture per via aerea,01.61.99,"colture, irrorazione per via aerea"
,32577.0,mandrie [herd],ispezione [testing services],"mandrie, ispezione",servizi di ispezione di mandrie,01.62.09,"mandrie, ispezione"
,29227.0,lana [wool],lavaggio [scouring],"lana, lavaggio",lavaggio di lana,13.10.00,"lana, lavaggio"
,29226.0,seta [silk],lavaggio [washing],"seta, lavaggio",lavaggio di seta,13.10.00,"seta, lavaggio"
,28295.0,carbone [coal],lavaggio per classificare [cleaning to classify],"carbone, lavaggio per classificare",lavaggio di carbone al fine di classificarlo,05.10.00,"carbone, lavaggio per classificare"
,28295.0,carbone [coal],lavaggio per facilitare il trasporto [cleaning to facilitate transport],"carbone, lavaggio per facilitare il trasporto",lavaggio di carbone per facilitarne il trasporto,05.10.00,"carbone, lavaggio per facilitare il trasporto"
,28295.0,carbone [coal],lavaggio per facilitare lo stoccaggio [cleaning  to facilitate storage],"carbone, lavaggio per facilitare lo stoccaggio",lavaggio di carbone per facilitarne lo stoccaggio,05.10.00,"carbone, lavaggio per facilitare lo stoccaggio"
,28312.0,lignite [lignite],lavaggio per facilitare lo stoccaggio [washing to facilitate storage],"lignite, lavaggio per facilitare lo stoccaggio",lavaggio di lignite per facilitarne lo stoccaggio,05.20.00,"lignite, lavaggio per facilitare lo stoccaggio"
,28312.0,lignite [lignite],lavaggio per facilitare lo stoccaggio [washing to facilitate transport],"lignite, lavaggio per facilitare lo stoccaggio",lavaggio di lignite per facilitarne il trasporto,05.20.00,"lignite, lavaggio per facilitare lo stoccaggio"
,28295.0,carbone [coal],lavaggio per migliorare la qualità [cleaning to improve quality],"carbone, lavaggio per migliorare la qualità",lavaggio di carbone per migliorarne la qualità,05.10.00,"carbone, lavaggio per migliorare la qualità"
,28312.0,lignite [lignite],lavaggio per migliorare la qualità [washing to improve quality],"lignite, lavaggio per migliorare la qualità",lavaggio di lignite per migliorarne la qualità,05.20.00,"lignite, lavaggio per migliorare la qualità"
,,tabacco [tobacco],lavorazione [processing],"tabacco, lavorazione",lavorazione del tabacco,12.00.00,"tabacco, lavorazione"
,16058.0,tessuti a maglia [knitted fabrics],lavorazione [processing],"tessuti a maglia, lavorazione",lavorazione di tessuti a maglia,13.91.00,"tessuti a maglia, lavorazione"
,16058.0,tessuti all'uncinetto [crocheted fabrics],lavorazione [processing],"tessuti all'uncinetto, lavorazione",lavorazione di tessuti all'uncinetto,13.91.00,"tessuti uncinetto, lavorazione"
,30492.0,tessuti in pile [pile fabrics],lavorazione [processing],"tessuti in pile, lavorazione",lavorazione di tessuti in pile,13.91.00,"tessuti in pile, lavorazione"
,30492.0,tessuti in spugna [terry fabrics],lavorazione [processing],"tessuti in spugna, lavorazione",lavorazione di tessuti in spugna,13.91.00,"tessuti in spugna, lavorazione"
,30493.0,tessuti a rete [net furnishing type fabrics],lavorazione [processing],"tessuti a rete, lavorazione",lavorazione di tessuti a rete,13.91.00,"tessuti a rete, lavorazione"
,30493.0,tessuti per finestre [window furnishing type fabrics],lavorazione [processing],"tessuti per finestre, lavorazione",lavorazione di tessuti per finestre,13.91.00,"tessuti per finestre, lavorazione"
,30494.0,altri tessuti a maglia [other knitted fabrics],lavorazione [processing],"altri tessuti a maglia, lavorazione",lavorazione di altri tessuti a maglia,13.91.00,"altri tessuti a maglia, lavorazione"
,30494.0,altri tessuti all'uncinetto [other crocheted fabrics],lavorazione [processing],"altri tessuti all'uncinetto, lavorazione",lavorazione di altri tessuti all'uncinetto,13.91.00,"altri tessuti uncinetto, lavorazione"
,30494.0,tessuti a maglia [knitted fabrics],lavorazione [processing],"tessuti a maglia, lavorazione",lavorazione di tessuti a maglia,13.91.00,"tessuti a maglia, lavorazione"
,30494.0,tessuti all'uncinetto [crocheted fabrics],lavorazione [processing],"tessuti all'uncinetto, lavorazione",lavorazione di tessuti all'uncinetto,13.91.00,"tessuti uncinetto, lavorazione"
,32531.0,parassiti nelle foreste [forest pest],lotta [control],"parassiti nelle foreste, lotta",lotta a parassiti nelle foreste,02.40.00,"parassiti nelle foreste, lotta"
,32531.0,animali nocivi nelle foreste [forest pest],lotta [control],"animali nocivi nelle foreste, lotta",lotta ad animali nocivi nelle foreste,02.40.00,"animali nocivi nelle foreste, lotta"
,35619.0,parassiti [pest],lotta in agricoltura [control in connection with agriculture],"parassiti, lotta in agricoltura",lotta a parassiti in agricoltura,01.61.91,"parassiti, lotta in agricoltura"
,35619.0,conigli [rabbits],lotta in agricoltura [control in connection with agriculture],"conigli, lotta in agricoltura",lotta a conigli in agricoltura,01.61.91,"conigli, lotta in agricoltura"
,35619.0,animali nocivi [pest],lotta in agricoltura [control in connection with agriculture],"animali nocivi, lotta in agricoltura",lotta ad animali nocivi in agricoltura,01.61.91,"animali nocivi, lotta in agricoltura"
,34856.0,piante che producono fibre tessili vegetali [plants bearing vegetable textile fibres],macerazione non connessa alla coltivazione di fibre tessili vegetali [retting not associated with the growing of vegetable textile fibres],"piante che producono fibre tessili vegetali, macerazione non connessa alla coltivazione di fibre tessili vegetali",macerazione di piante che producono fibre tessili vegetali non connessa alla coltivazione di fibre tessili vegetali,01.63.10,"piante che producono fibre tessili vegetali, macerazione non connessa alla coltivazione di fibre tessili vegetali"
,34856.0,piante di iuta [jute],macerazione non connessa alla coltivazione di fibre tessili vegetali [retting not associated with the growing of vegetable textile fibres],"piante di iuta, macerazione non connessa alla coltivazione di fibre tessili vegetali",macerazione di piante di iuta non connessa alla coltivazione di fibre tessili vegetali,01.63.10,"piante di iuta, macerazione non connessa alla coltivazione di fibre tessili vegetali"
,34856.0,piante di lino [flax],macerazione non connessa alla coltivazione di fibre tessili vegetali [retting not associated with the growing of vegetable textile fibres],"piante di lino, macerazione non connessa alla coltivazione di fibre tessili vegetali",macerazione di piante di lino non connessa alla coltivazione di fibre tessili vegetali,01.63.10,"piante di lino, macerazione non connessa alla coltivazione di fibre tessili vegetali"
,34856.0,piante che producono fibre della noce di cocco [coir],macerazione non connessa alla coltivazione di fibre tessili vegetali [retting not associated with the growing of vegetable textile fibres],"piante che producono fibre della noce di cocco, macerazione non connessa alla coltivazione di fibre tessili vegetali",macerazione di piante che producono fibre della noce di cocco non connessa alla coltivazione di fibre tessili vegetali,01.63.10,"piante che producono fibre della noce di cocco, macerazione non connessa alla coltivazione di fibre tessili vegetali"
,32540.0,gabbie per pesci [fish cages],manutenzione [maintenance],"gabbie per pesci, manutenzione",manutenzione di gabbie per pesci,03.30.00,"gabbie per pesci, manutenzione"
,30474.0,terreni agricoli in affitto a riposo [leased land without agricultural production],manutenzione in buone condizioni [maintenance keeping it in good condition],"terreni agricoli in affitto a riposo, manutenzione in buone condizioni",manutenzione in buone condizioni di terreni agricoli in affitto a riposo,01.61.10,"terreni agricoli in affitto a riposo, manutenzione in buone condizioni"
,30474.0,terreni agricoli di proprietà a riposo [own land without agricultural production],manutenzione in buone condizioni [maintenance keeping it in good condition],"terreni agricoli di proprietà a riposo, manutenzione in buone condizioni",manutenzione in buone condizioni di terreni agricoli di proprietà a riposo,01.61.10,"terreni agricoli di proprietà a riposo, manutenzione in buone condizioni"
,34857.0,frutta [fruits],maturazione artificiale come attività di supporto [artificial ripening as a service],"frutta, maturazione artificiale come attività di supporto",maturazione artificiale di frutta come attività di supporto,01.63.10,"frutta, maturazione artificiale come attività di supporto"
,34857.0,banane [banana],maturazione artificiale come attività di supporto [artificial ripening as a service],"banane, maturazione artificiale come attività di supporto",maturazione artificiale di banane come attività di supporto,01.63.10,"banane, maturazione artificiale come attività di supporto"
,16057.0,tessili [textiles],mercerizzazione [mercerising],"tessili, mercerizzazione",mercerizzazione di tessili,13.30.00,"tessili, mercerizzazione"
,16057.0,articoli tessili [textile articles],mercerizzazione [mercerising],"articoli tessili, mercerizzazione",mercerizzazione di articoli tessili,13.30.00,"articoli tessili, mercerizzazione"
,16057.0,articoli di abbigliamento [wearing apparel],mercerizzazione [mercerising],"articoli di abbigliamento, mercerizzazione",mercerizzazione di articoli di abbigliamento,13.30.00,"articoli di abbigliamento, mercerizzazione"
,16838.0,alcolici distillati [distilled spirits],miscelatura [blending],"alcolici distillati, miscelatura",miscelatura di alcolici distillati,11.01.00,"alcolici distillati, miscelatura"
,21094.0,vini [wine],miscelatura [blending],"vini, miscelatura",miscelatura di vini,11.02.10,"vini, miscelatura"
,29636.0,decantazione per ottenere [crude oils],oli greggi [decantation to obtain],"decantazione per ottenere, oli greggi",processi di decantazione per ottenere oli greggi,06.10.00,"decantazione per ottenere, oli greggi"
,29636.0,disidratazione per ottenere [crude oils],oli greggi [dehydration to obtain],"disidratazione per ottenere, oli greggi",processi di disidratazione per ottenere oli greggi,06.10.00,"disidratazione per ottenere, oli greggi"
,29636.0,desalinizzazione per ottenere [crude oils],oli greggi [desalting to obtain],"desalinizzazione per ottenere, oli greggi",processi di desalinizzazione per ottenere oli greggi,06.10.00,"desalinizzazione per ottenere, oli greggi"
,29636.0,stabilizzazione per ottenere [crude oils],oli greggi [stabilisation to obtain],"stabilizzazione per ottenere, oli greggi",processi di stabilizzazione per ottenere oli greggi,06.10.00,"stabilizzazione per ottenere, oli greggi"
,16053.0,fibre tessili [textile fibres],operazioni preparatorie per il trattamento [preparatory operations],"fibre tessili, operazioni preparatorie per il trattamento",operazioni preparatorie per il trattamento di fibre tessili,13.10.00,"fibre tessili, operazioni preparatorie per il trattamento"
,30196.0,semi di cacao [cocoa beans],pelatura [peeling],"semi di cacao, pelatura",attività di pelatura dei semi di cacao,01.63.10,"semi di cacao, pelatura"
,30377.0,altri organismi marini [other marine organisms],pesca [gathering],"altri organismi marini, pesca",raccolta di altri organismi marini,03.11.00,"altri organismi marini, pesca"
,30377.0,altri materiali marini [other marine materials],pesca [gathering],"altri materiali marini, pesca",raccolta di altri materiali marini,03.11.00,"altri materiali marini, pesca"
,30377.0,organismi marini [marine organisms],pesca [gathering],"organismi marini, pesca",raccolta di organismi marini,03.11.00,"organismi marini, pesca"
,30377.0,materiali marini [marine materials],pesca [gathering],"materiali marini, pesca",raccolta di materiali marini,03.11.00,"materiali marini, pesca"
,30377.0,perle naturali [natural pearls],pesca [gathering],"perle naturali, pesca",raccolta di perle naturali,03.11.00,"perle naturali, pesca"
,30377.0,spugne [sponges],pesca [gathering],"spugne, pesca",raccolta di spugne,03.11.00,"spugne, pesca"
,30377.0,coralli [coral],pesca [gathering],"coralli, pesca",raccolta di coralli,03.11.00,"coralli, pesca"
,30377.0,macroalghe marine [seaweed],pesca [gathering],"macroalghe marine, pesca",raccolta di macroalghe marine,03.11.00,"macroalghe marine, pesca"
,30377.0,alghe marine [algae],pesca [gathering],"alghe marine, pesca",raccolta di alghe marine,03.11.00,"alghe marine, pesca"
,30387.0,materiali acquatici di acqua dolce [freshwater materials],pesca [gathering],"materiali acquatici di acqua dolce, pesca",raccolta di materiali acquatici di acqua dolce,03.12.00,"materiali acquatici di acqua dolce, pesca"
,30388.0,altri organismi in acque dolci [other freshwater organisms],pesca [gathering],"altri organismi in acque dolci, pesca",raccolta di altri organismi in acque dolci,03.12.00,"altri organismi in acque dolci, pesca"
,30388.0,altri materiali in acque dolci [other freshwater materials],pesca [gathering],"altri materiali in acque dolci, pesca",raccolta di altri materiali in acque dolci,03.12.00,"altri materiali in acque dolci, pesca"
,30388.0,organismi in acque dolci [freshwater organisms],pesca [gathering],"organismi in acque dolci, pesca",raccolta di organismi in acque dolci,03.12.00,"organismi in acque dolci, pesca"
,30388.0,materiali in acque dolci [freshwater materials],pesca [gathering],"materiali in acque dolci, pesca",raccolta di materiali in acque dolci,03.12.00,"materiali in acque dolci, pesca"
,30388.0,macroalghe marine in acque dolci [freshwater seaweed],pesca [gathering],"macroalghe marine in acque dolci, pesca",raccolta di macroalghe marine in acque dolci,03.12.00,"macroalghe marine in acque dolci, pesca"
,30388.0,alghe in acque dolci [freshwater algae],pesca [gathering],"alghe in acque dolci, pesca",raccolta di alghe in acque dolci,03.12.00,"alghe in acque dolci, pesca"
,30374.0,crostacei marini [marine crustaceans],pesca [taking],"crostacei marini, pesca",raccolta di crostacei marini,03.11.00,"crostacei marini, pesca"
,30374.0,molluschi marini [marine molluscs],pesca [taking],"molluschi marini, pesca",raccolta di molluschi marini,03.11.00,"molluschi marini, pesca"
,30376.0,animali acquatici marini [marine aquatic animals],pesca [taking],"animali acquatici marini, pesca",raccolta di animali acquatici marini,03.11.00,"animali acquatici marini, pesca"
,30376.0,tartarughe marine [marine turtles],pesca [taking],"tartarughe marine, pesca",raccolta di tartarughe marine,03.11.00,"tartarughe marine, pesca"
,30376.0,ascidie [squirts],pesca [taking],"ascidie, pesca",raccolta di ascidie,03.11.00,"ascidie, pesca"
,30376.0,tunicati [tunicates],pesca [taking],"tunicati, pesca",raccolta di tunicati,03.11.00,"tunicati, pesca"
,30376.0,ricci di mare [sea urchins],pesca [taking],"ricci di mare, pesca",raccolta di ricci di mare,03.11.00,"ricci di mare, pesca"
,30385.0,crostacei di acqua dolce [freshawater crustaceans],pesca [taking],"crostacei di acqua dolce, pesca",raccolta di crostacei di acqua dolce,03.12.00,"crostacei di acqua dolce, pesca"
,30385.0,molluschi di acqua dolce [freshwater molluscus],pesca [taking],"molluschi di acqua dolce, pesca",raccolta di molluschi di acqua dolce,03.12.00,"molluschi di acqua dolce, pesca"
,30386.0,animali acquatici di acqua dolce [freshwater aquatic animals],pesca [taking ],"animali acquatici di acqua dolce, pesca",raccolta di animali acquatici di acqua dolce,03.12.00,"animali acquatici di acqua dolce, pesca"
,30373.0,acque oceaniche [ocean waters],pesca commerciale [fishing on a commercial basis],"acque oceaniche, pesca commerciale",pesca commerciale in acque oceaniche,03.11.00,"acque oceaniche, pesca commerciale"
,30373.0,acque costiere [coastal waters],pesca commerciale [fishing on a commercial basis],"acque costiere, pesca commerciale",pesca commerciale in acque costiere,03.11.00,"acque costiere, pesca commerciale"
,30384.0,acque interne [inland waters],pesca commerciale [fishing on a commercial basis],"acque interne, pesca commerciale",pesca commerciale in acque interne,03.12.00,"acque interne, pesca commerciale"
,30384.0,acque interne [inland waters],pesca commerciale [fishing on a commercial basis],"acque interne, pesca commerciale",pesca commerciale in acque interne,03.12.00,"acque interne, pesca commerciale"
,29230.0,fibre animali [animal fibres],pettinatura [combing],"fibre animali, pettinatura",pettinatura di fibre animali,13.10.00,"fibre animali, pettinatura"
,29230.0,fibre vegetali  [vegetable fibres],pettinatura [combing],"fibre vegetali , pettinatura",pettinatura di fibre vegetali ,13.10.00,"fibre vegetali , pettinatura"
,29230.0,fibre artificiali [man-made fibres],pettinatura [combing],"fibre artificiali, pettinatura",pettinatura di fibre artificiali,13.10.00,"fibre artificiali, pettinatura"
,21415.0,filati sintetici [synthetic filament yarns],piegatura [folding],"filati sintetici, piegatura",piegatura di filati sintetici,13.10.00,"filati sintetici, piegatura"
,21415.0,filati artificiali [artificial filament yarns],piegatura [folding],"filati artificiali, piegatura",piegatura di filati artificiali,13.10.00,"filati artificiali, piegatura"
,18212.0,tessuti [textiles],pieghettatura [pleating],"tessuti, pieghettatura",pieghettatura di tessuti,13.30.00,"tessuti, pieghettatura"
,18212.0,tessuti [textiles],pieghettatura e lavori simili [pleating and similar work],"tessuti, pieghettatura e lavori simili",pieghettatura di tessuti e lavori simili,13.30.00,"tessuti, pieghettatura e lavori simili"
,28295.0,carbone [coal],polverizzazione per classificare [pulverising to classify],"carbone, polverizzazione per classificare",polverizzazione di carbone al fine di classificarlo,05.10.00,"carbone, polverizzazione per classificare"
,28295.0,carbone [coal],polverizzazione per facilitare il trasporto [pulverising to facilitate transport],"carbone, polverizzazione per facilitare il trasporto",polverizzazione di carbone per facilitarne il trasporto,05.10.00,"carbone, polverizzazione per facilitare il trasporto"
,28312.0,lignite [lignite],polverizzazione per facilitare il trasporto [pulverising to facilitate transport],"lignite, polverizzazione per facilitare il trasporto",polverizzazione di lignite per facilitarne il trasporto,05.20.00,"lignite, polverizzazione per facilitare il trasporto"
,28295.0,carbone [coal],polverizzazione per facilitare lo stoccaggio [pulverising to facilitate storage],"carbone, polverizzazione per facilitare lo stoccaggio",polverizzazione di carbone per facilitarne lo stoccaggio,05.10.00,"carbone, polverizzazione per facilitare lo stoccaggio"
,28312.0,lignite [lignite],polverizzazione per facilitare lo stoccaggio [pulverising to facilitate storage],"lignite, polverizzazione per facilitare lo stoccaggio",polverizzazione di lignite per facilitarne lo stoccaggio,05.20.00,"lignite, polverizzazione per facilitare lo stoccaggio"
,28295.0,carbone [coal],polverizzazione per migliorare la qualità [pulverising to improve quality],"carbone, polverizzazione per migliorare la qualità",polverizzazione di carbone per migliorarne la qualità,05.10.00,"carbone, polverizzazione per migliorare la qualità"
,28312.0,lignite [lignite],polverizzazione per migliorare la qualità [pulverising to improve quality],"lignite, polverizzazione per migliorare la qualità",polverizzazione di lignite per migliorarne la qualità,05.20.00,"lignite, polverizzazione per migliorare la qualità"
,35615.0,alberi da frutto [fruit trees],potatura [trimming],"alberi da frutto, potatura",potatura di alberi da frutto e viti,01.61.99,"alberi da frutto, potatura"
,35615.0,viti [vines],potatura [trimming],"viti, potatura",potatura di alberi da frutto e viti,01.61.99,"viti, potatura"
,28405.0,minerali il cui valore è dovuto principalmente al loro tenore in metalli non ferrosi [ores chiefly valued for non-ferrous metal content],preparazione [preparation],"minerali il cui valore è dovuto principalmente al loro tenore in metalli non ferrosi, preparazione",preparazione di minerali il cui valore è dovuto principalmente al loro tenore in metalli non ferrosi,07.29.00,"minerali il cui valore è dovuto principalmente al loro tenore in metalli non ferrosi, preparazione"
,31511.0,alluminio [aluminium],preparazione [preparation],"alluminio, preparazione",preparazione di alluminio,07.29.00,"alluminio, preparazione"
,31511.0,bauxite [bauxite],preparazione [preparation],"bauxite, preparazione",preparazione di bauxite,07.29.00,"bauxite, preparazione"
,31511.0,rame [copper],preparazione [preparation],"rame, preparazione",preparazione di rame,07.29.00,"rame, preparazione"
,31511.0,piombo [lead],preparazione [preparation],"piombo, preparazione",preparazione di piombo,07.29.00,"piombo, preparazione"
,31511.0,zinco [zinc],preparazione [preparation],"zinco, preparazione",preparazione di zinco,07.29.00,"zinco, preparazione"
,31511.0,stagno [tin],preparazione [preparation],"stagno, preparazione",preparazione di stagno,07.29.00,"stagno, preparazione"
,31511.0,manganese [manganese],preparazione [preparation],"manganese, preparazione",preparazione di manganese,07.29.00,"manganese, preparazione"
,31511.0,cromo [chrome],preparazione [preparation],"cromo, preparazione",preparazione di cromo,07.29.00,"cromo, preparazione"
,31511.0,nickel [nickel],preparazione [preparation],"nickel, preparazione",preparazione di nickel,07.29.00,"nickel, preparazione"
,31511.0,cobalto [cobalt],preparazione [preparation],"cobalto, preparazione",preparazione di cobalto,07.29.00,"cobalto, preparazione"
,31511.0,molibdeno [molybdenum],preparazione [preparation],"molibdeno, preparazione",preparazione di molibdeno,07.29.00,"molibdeno, preparazione"
,31511.0,tantalio [tantalum],preparazione [preparation],"tantalio, preparazione",preparazione di tantalio,07.29.00,"tantalio, preparazione"
,31511.0,vanadio [vanadio],preparazione [preparation],"vanadio, preparazione",preparazione di vanadio,07.29.00,"vanadio, preparazione"
,31511.0,litio [litio],preparazione [preparation],"litio, preparazione",preparazione di litio,07.29.00,"litio, preparazione"
,31512.0,metalli preziosi [precious metals],preparazione [preparation],"metalli preziosi, preparazione",preparazione di metalli preziosi,07.29.00,"metalli preziosi, preparazione"
,31512.0,oro [gold],preparazione [preparation],"oro, preparazione",preparazione di oro,07.29.00,"oro, preparazione"
,31512.0,argento [silver],preparazione [preparation],"argento, preparazione",preparazione di argento,07.29.00,"argento, preparazione"
,31512.0,platino [platinum],preparazione [preparation],"platino, preparazione",preparazione di platino,07.29.00,"platino, preparazione"
,35611.0,terreni [fields],preparazione [preparation],"terreni, preparazione",preparazione di terreni,01.61.99,"terreni, preparazione"
,35611.0,campi [fields],preparazione [preparation],"campi, preparazione",preparazione di campi,01.61.99,"campi, preparazione"
,30195.0,foglie di tabacco [tobacco leaves],preparazione [preparation],"foglie di tabacco, preparazione",preparazione di foglie di tabacco,01.63.10,"foglie di tabacco, preparazione"
,30196.0,semi di cacao [cocoa beans],preparazione [preparation],"semi di cacao, preparazione",attività di preparazione dei semi di cacao,01.63.10,"semi di cacao, preparazione"
,,fibre tessili [textile fibres],preparazione [preparation],"fibre tessili, preparazione",preparazione di fibre tessili,13.10.00,"fibre tessili, preparazione"
,28494.0,pirite [pyrites],preparazione (escluso arrostimento) [preparation (except roasting)],"pirite, preparazione (escluso arrostimento)",preparazione (escluso arrostimento) di pirite,08.91.00,"pirite, preparazione ("
,28494.0,pirrotite [pyrrhotite],preparazione (escluso arrostimento) [preparation (except roasting)],"pirrotite, preparazione (escluso arrostimento)",preparazione (escluso arrostimento) di pirrotite,08.91.00,"pirrotite, preparazione ("
,28500.0,torba [peat],preparazione per facilitare il trasporto [preparation to facilitate transport],"torba, preparazione per facilitare il trasporto",preparazione di torba per facilitare il trasporto,08.92.00,"torba, preparazione per facilitare il trasporto"
,28500.0,torba [peat],preparazione per facilitare lo stoccaggio [preparation to facilitate storage],"torba, preparazione per facilitare lo stoccaggio",preparazione di torba per facilitare lo stoccaggio,08.92.00,"torba, preparazione per facilitare lo stoccaggio"
,30193.0,colture [crops],preparazione per i mercati primari [preparation for primary markets],"colture, preparazione per i mercati primari",preparazione delle colture per i mercati primari,01.63.10,"colture, preparazione per i mercati primari"
,30193.0,raccolto [crops],preparazione per i mercati primari [preparation for primary markets],"raccolto, preparazione per i mercati primari",preparazione del raccolto per i mercati primari,01.63.10,"raccolto, preparazione per i mercati primari"
,28500.0,torba [peat],preparazione per migliorare la qualità [preparation to improve quality],"torba, preparazione per migliorare la qualità",preparazione di torba per migliorarne la qualità,08.92.00,"torba, preparazione per migliorare la qualità"
