"main","code","level","title","description"
"G","46.3","gruppo","COMMERCIO ALL'INGROSSO DI PRODOTTI ALIMENTARI, BEVANDE E TABACCHI","Questo gruppo include il commercio all'ingrosso specializzato o non specializzato di alimenti (freschi, conservati e surgelati), bevande e tabacco.\nLe attività incluse in questo gruppo sono rivolte a diverse tipologie di clientela inclusi i dettaglianti, le unità economiche che offrono servizi di alloggio e ristorazione, le strutture scolastiche, carcerarie e di assistenza sociale residenziale, eccetera.\nattività di grossisti che non assumono la proprietà dei beni commercializzati, cfr. 46.1"
"G","46.4","gruppo","COMMERCIO ALL'INGROSSO DI BENI DI CONSUMO","Questo gruppo include il commercio all'ingrosso di beni di consumo, inclusi prodotti tessili e mobili.\nattività di grossisti che non assumono la proprietà dei beni commercializzati, cfr. 46.1\ncommercio all'ingrosso di attrezzature per il giardinaggio e la cura del paesaggio, ad esempio tosaerba, cfr. 46.61"
"G","46.5","gruppo","COMMERCIO ALL'INGROSSO DI APPARECCHIATURE INFORMATICHE E DI COMUNICAZIONE","Questo gruppo include il commercio all'ingrosso di apparecchiature informatiche e di comunicazione (ICT).\nattività di grossisti che non assumono la proprietà dei beni commercializzati, cfr. 46.1"
"G","46.6","gruppo","COMMERCIO ALL'INGROSSO DI ALTRI MACCHINARI, ATTREZZATURE E FORNITURE","Questo gruppo include il commercio all'ingrosso di macchinari, attrezzature e forniture specializzate per tutti i settori, macchinari di impiego generale e loro parti.\nattività di grossisti che non assumono la proprietà dei beni commercializzati, cfr. 46.1"
"G","46.7","gruppo","COMMERCIO ALL'INGROSSO DI AUTOVEICOLI, MOTOCICLI E RELATIVE PARTI E ACCESSORI","attività di grossisti che non assumono la proprietà dei beni commercializzati, cfr. 46.1\nmanutenzione e riparazione di autoveicoli e motocicli, cfr. 95.3"
"G","46.8","gruppo","COMMERCIO ALL'INGROSSO SPECIALIZZATO DI ALTRI PRODOTTI","Questo gruppo include:\naltre attività di commercio all'ingrosso specializzato non classificate nei gruppi 46.2, 46.3, 46.4, 46.5, 46.6, 46.7 di questa divisione\nil commercio all'ingrosso di prodotti intermedi, esclusi quelli agricoli, generalmente non per uso domestico\nattività di grossisti che non assumono la proprietà dei beni commercializzati, cfr. 46.1\ncommercio all'ingrosso di batterie e accumulatori non per autoveicoli, cfr. 46.64\ncommercio all'ingrosso non specializzato, cfr. 46.9"
"G","46.9","gruppo","COMMERCIO ALL'INGROSSO NON SPECIALIZZATO","Questo gruppo incliude il commercio all'ingrosso di merci varie, senza una particolare specializzazione.\nattività di grossisti che non assumono la proprietà dei beni commercializzati, cfr. 46.1"
"G","47.1","gruppo","COMMERCIO AL DETTAGLIO NON SPECIALIZZATO","Questo gruppo include il commercio al dettaglio di diverse tipologie di prodotti effettuato dalla stessa unità (vale a dire commercio non specializzato effettuato da, ad esempio, supermercati, ipermercati e grandi magazzini).\ncommercio al dettaglio specializzato, cfr. 47.2, 47.3, 47.4, 47.5, 47.6, 47.7, 47.8\nservizi di intermediazione per il commercio al dettaglio specializzato e non specializzato, cfr. 47.9"
"G","47.2","gruppo","COMMERCIO AL DETTAGLIO DI PRODOTTI ALIMENTARI, BEVANDE E TABACCHI","attività di lavorazione e produzione di alimenti e bevande, cfr. divisioni 10, 11"
"G","47.3","gruppo","COMMERCIO AL DETTAGLIO DI CARBURANTI PER AUTOTRAZIONE",""
"G","47.4","gruppo","COMMERCIO AL DETTAGLIO DI APPARECCHIATURE INFORMATICHE E DI COMUNICAZIONE","streaming e download di contenuti su piattaforme digitali, cfr. sezione J"
"G","47.5","gruppo","COMMERCIO AL DETTAGLIO DI ALTRI OGGETTI PER USO DOMESTICO","Questo gruppo include il commercio al dettaglio specializzato di oggetti per uso domestico, quali prodotti tessili, ferramenta, tappeti, elettrodomestici, mobili.\ncommercio al dettaglio di apparecchiature audio e video, cfr. 47.40\ncommercio al dettaglio di oggetti per uso domestico di seconda mano, cfr. 47.79"
"G","47.6","gruppo","COMMERCIO AL DETTAGLIO DI ARTICOLI CULTURALI E RICREATIVI","Questo gruppo include il commercio al dettaglio specializzato di articoli culturali e ricreativi, ad esempio libri, giornali, registrazioni audio e video su supporti fisici, attrezzature sportive, giochi e giocattoli."
"G","47.7","gruppo","COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI, ESCLUSI AUTOVEICOLI E MOTOCICLI","Questo gruppo include il commercio al dettaglio specializzato di vari prodotti non classificati altrove, ad esempio articoli di abbigliamento, calzature e articoli in pelle, prodotti farmaceutici e articoli medicali, orologi, souvenir, prodotti per la pulizia, articoli da toeletta, fiori, animali domestici.\nQuesto gruppo include anche il commercio al dettaglio di articoli di seconda mano."
"G","47.8","gruppo","COMMERCIO AL DETTAGLIO DI AUTOVEICOLI, MOTOCICLI E RELATIVE PARTI E ACCESSORI","Questo gruppo include il commercio al dettaglio di autoveicoli e motocicli nuovi e di seconda mano e tutte le tipologie di di parti, componenti, forniture, strumenti e accessori per autoveicoli e motocicli, ad esempio:\npneumatici e camere d'aria per pneumatici\ncandele di accensione, batterie, dispositivi di illuminazione, apparecchiature per la ricarica di veicoli e parti elettriche\nservizi di intermediazione per il commercio all'ingrosso, cfr. 46.18\nservizi di intermediazione per il commercio al dettaglio di autoveicoli e motocicli, cfr. 47.9\ntrasporto di passeggeri a richiesta su veicoli con conducente, cfr. 49.33\nnoleggio e leasing di autoveicoli senza conducente, cfr. 77.1\nmanutenzione e riparazione di autoveicoli e motocicli, cfr. 95.3\ncommercio al dettaglio di parti e accessori usati in seguito allo smantellamento di automobili o altri autoveicoli\ncommercio al dettaglio di parti e accessori di autoveicoli e motocicli elettrici"
"G","47.9","gruppo","SERVIZI DI INTERMEDIAZIONE PER IL COMMERCIO AL DETTAGLIO","Questo gruppo include i servizi di intermediazione per il commercio al dettaglio specializzato e non specializzato che facilitano le transazioni tra acquirenti e venditori di beni fisici a fronte di un compenso o di una commissione, senza fornire e assumere la proprietà dei beni oggetto dell'intermediazione.\nQuesti servizi di intermediazione possono essere svolti su piattaforme digitali o attraverso canali non digitali (faccia a faccia, inclusi servizi porta a porta, via telefono o posta eccetera).\nIl compenso o la commissione possono essere percepiti sia dagli acquirenti sia dai venditori. I ricavi dei servizi di intermediazione per il commercio al dettaglio possono includere altre fonti di reddito, ad esempio i ricavi derivanti dalla vendita di spazi pubblicitari.\nQuesto gruppo include anche:\nservizi di intermediazione per il commercio al dettaglio di articoli di seconda mano\nattività di case d'asta al dettaglio di beni di terzi, nuovi o usati, incluse aste al dettaglio su Internet\nattività di intermediari per il commercio al dettaglio di autoveicoli e motocicli"
"H","49.1","gruppo","TRASPORTO FERROVIARIO DI PASSEGGERI",""
"H","49.2","gruppo","TRASPORTO FERROVIARIO DI MERCI",""
"H","49.3","gruppo","ALTRI TRASPORTI TERRESTRI DI PASSEGGERI","Questo gruppo include tutti i servizi di trasporto terrestre di passeggeri (esclusi trasporti ferroviari)."
"H","49.4","gruppo","TRASPORTO DI MERCI SU STRADA E SERVIZI DI TRASLOCO","Questo gruppo include tutti i servizi di trasporto terrestre di merci (esclusi trasporti ferroviari)."
"H","49.5","gruppo","TRASPORTO MEDIANTE CONDOTTE",""
"H","50.1","gruppo","TRASPORTO MARITTIMO E COSTIERO DI PASSEGGERI","Questo gruppo include il trasporto di passeggeri effettuato su imbarcazioni progettati per navigare in mare aperto e in acque costiere.\nSono incluse anche le attività di trasporto di passeggeri in laghi eccetera (vale a dire per vie d'acqua interne), quando vengono utilizzate imbarcazioni simili a quelle marittime."
"H","50.2","gruppo","TRASPORTO MARITTIMO E COSTIERO DI MERCI","Questo gruppo include il trasporto di merci su imbarcazioni progettati per navigare in mare aperto e in acque costiere.\nÈ incluso anche il trasporto di merci in laghi eccetera (vale a dire per vie d'acqua interne), quando vengono utilizzate imbarcazioni simili a quelle marittime."
"H","50.3","gruppo","TRASPORTO PER VIE D'ACQUA INTERNE DI PASSEGGERI","Questo gruppo include il trasporto di passeggeri per vie d'acqua interne, con imbarcazioni non adatte al trasporto marittimo."
"H","50.4","gruppo","TRASPORTO PER VIE D'ACQUA INTERNE DI MERCI",""
"H","51.1","gruppo","TRASPORTO AEREO DI PASSEGGERI",""
"H","51.2","gruppo","TRASPORTO AEREO DI MERCI E TRASPORTO SPAZIALE",""
"H","52.1","gruppo","MAGAZZINAGGIO E CUSTODIA",""
"H","52.2","gruppo","ATTIVITÀ DI SUPPORTO AI TRASPORTI","Questo gruppo include le attività di supporto al trasporto di passeggeri o merci, quali la gestione delle infrastrutture e le attività connesse alla movimentazione delle merci effettuate immediatamente prima o dopo un'operazione di trasporto, o durante le diverse fasi dell'operazione di trasporto.\nservizi di intermediazione per il trasporto di merci, cfr. 52.31\nservizi di intermediazione per il trasporto di passeggeri, cfr. 52.32\nattività di sorveglianza a distanza (da remoto), cfr. 80.09"
"H","52.3","gruppo","SERVIZI DI INTERMEDIAZIONE PER IL TRASPORTO","Questo gruppo include i servizi di intermediazione per il trasporto di merci e di passeggeri."
"H","53.1","gruppo","ATTIVITÀ POSTALI CON OBBLIGO DI SERVIZIO UNIVERSALE",""
"H","53.2","gruppo","ALTRE ATTIVITÀ POSTALI E DI CORRIERE",""
"H","53.3","gruppo","SERVIZI DI INTERMEDIAZIONE PER ATTIVITÀ POSTALI E DI CORRIERE",""
"I","55.1","gruppo","SERVIZI DI ALLOGGIO DI ALBERGHI E SIMILI",""
"I","55.2","gruppo","SERVIZI DI ALLOGGIO PER VACANZE E ALTRI SOGGIORNI DI BREVE DURATA",""
"I","55.3","gruppo","SERVIZI DI AREE DI CAMPEGGIO E AREE ATTREZZATE PER CARAVAN E AUTOCARAVAN",""
"I","55.4","gruppo","SERVIZI DI INTERMEDIAZIONE PER SERVIZI DI ALLOGGIO",""
"I","55.9","gruppo","ALTRI SERVIZI DI ALLOGGIO",""
"I","56.1","gruppo","SERVIZI DI RISTORAZIONE DI RISTORANTI E RISTORAZIONE MOBILE","Questo gruppo include i servizi di ristorazione, inclusa ristorazione mobile, per il pubblico in generale, su base regolare."
"I","56.2","gruppo","SERVIZI DI CATERING PER EVENTI, CATERING SU BASE CONTRATTUALE E ALTRI SERVIZI DI RISTORAZIONE","Questo gruppo include la fornitura di pasti preparati (servizi di catering) per eventi individuali o per un determinato periodo di tempo, nonché la gestione di esercizi di ristorazione in concessione, ad esempio presso strutture sportive o simili. I servizi sono forniti su base contrattuale e sono offerti a una clientela limitata."
"I","56.3","gruppo","SOMMINISTRAZIONE DI BEVANDE",""
"I","56.4","gruppo","SERVIZI DI INTERMEDIAZIONE PER SERVIZI DI RISTORAZIONE",""
"J","58.1","gruppo","EDIZIONE DI LIBRI, QUOTIDIANI E ALTRE ATTIVITÀ EDITORIALI, ESCLUSA L'EDIZIONE DI SOFTWARE","Questo gruppo include le attività di edizione di libri, giornali, riviste e altri periodici, elenchi, raccolte, mailing list e altri lavori come ad esempio cataloghi, foto, calendari, biglietti di auguri, cartoline, moduli, manifesti e riproduzioni di opere d'arte. Tali opere sono caratterizzate dalla creatività intellettuale richiesta per il loro sviluppo e sono generalmente protette dal diritto d'autore (copyright). Sono incluse tutte le possibili forme di editoria (in formato cartaceo, elettronico, digitale, analogico o in qualsiasi altra forma)."
"J","58.2","gruppo","EDIZIONE DI SOFTWARE","Questo gruppo include la pubblicazione di software, ad esempio sistemi operativi, software e applicazioni per tecnologie aziendali e finanziarie e videogiochi. Lo sviluppo e l'aggiornamento continuo di videogiochi e software autopubblicati sono inclusi qui.\nQuesto gruppo include anche attività di servizio di intermediazione per la pubblicazione di software e la commercializzazione dei  download di software."
"J","59.1","gruppo","ATTIVITÀ DI PRODUZIONE, POSTPRODUZIONE E DISTRIBUZIONE CINEMATOGRAFICA, DI VIDEO E PROGRAMMI TELEVISIVI","Questo gruppo include la produzione di cinematografica, video o opere audiovisive, su pellicola, disco rigido o altri supporti di memorizzazione digitali, inclusa la distribuzione digitale, per la proiezione diretta nelle sale o per la trasmissione o lo streaming attività di supporto nella post-produzione come il taglio (editing), il montaggio, il doppiaggio o la conversione di film in formati di streaming video; distribuzione di film o altre produzioni audiovisive ad altre industrie, nonché la loro proiezione.\nLe attività di acquisto e vendita o altri diritti di distribuzione di film e di altre produzioni audiovisive sono incluse in questo gruppo."
"J","59.2","gruppo","ATTIVITÀ DI REGISTRAZIONE SONORA E DELL'EDITORIA MUSICALE",""
"J","60.1","gruppo","ATTIVITÀ DI TRASMISSIONE RADIOFONICA E DISTRIBUZIONE DI AUDIO",""
"J","60.2","gruppo","ATTIVITÀ DI PROGRAMMAZIONE E TRASMISSIONE TELEVISIVE E DI DISTRIBUZIONE DI VIDEO",""
"J","60.3","gruppo","ATTIVITÀ DELLE AGENZIE DI STAMPA E ALTRE ATTIVITÀ DI DISTRIBUZIONE DI CONTENUTI","Questo gruppo include le attività di agenzie di stampa e di siti di distribuzione di contenuti, ad esempio siti di social network, siti wiki e siti di giochi/videogiochi online.\nattività di biblioteche e archivi, cfr. 91.1"
"K","61.1","gruppo","ATTIVITÀ DI TELECOMUNICAZIONI FISSE, MOBILI E SATELLITARI",""
"K","61.2","gruppo","ATTIVITÀ DI RIVENDITA DI TELECOMUNICAZIONI E SERVIZI DI INTERMEDIAZIONE PER SERVIZI DI TELECOMUNICAZIONI",""
"K","61.9","gruppo","ALTRE ATTIVITÀ DI TELECOMUNICAZIONI",""
"K","62.1","gruppo","ATTIVITÀ DI PROGRAMMAZIONE INFORMATICA",""
"K","62.2","gruppo","ATTIVITÀ DI CONSULENZA INFORMATICA E DI GESTIONE DI STRUTTURE INFORMATICHE",""
"K","62.9","gruppo","ALTRE ATTIVITÀ DEI SERVIZI CONNESSI ALLE TECNOLOGIE DELL'INFORMAZIONE E DELL'INFORMATICA",""
"K","63.1","gruppo","INFRASTRUTTURE INFORMATICHE, ELABORAZIONE DATI, HOSTING E ATTIVITÀ CONNESSE",""
"K","63.9","gruppo","ATTIVITÀ DEI PORTALI DI RICERCA WEB E ALTRE ATTIVITÀ DEI SERVIZI DI INFORMAZIONE","Questo gruppo include la gestione di siti web che utilizzano un motore di ricerca per generare e mantenere ampi database di indirizzi e contenuti Internet in un formato facilmente consultabile (noti come portali di ricerca web).\nQuesto gruppo include anche altre attività di servizi di informazione non classificate altrove, come ad esempio:\nservizi telefonici di informazione\nservizi di ricerca di informazioni per conto terzi\nattività di rassegna stampa\nservizi di intermediazione per il commercio al dettaglio, cfr. 47.9\nservizi di intermediazione per il trasporto di passeggeri, cfr. 52.32\nservizi di intermediazione per servizi di alloggio, cfr. 55.40\nattività editoriali, cfr. divisione 58\nattività radiotelevisive, cfr. divisione 60\nattività di syndication e agenzie di stampa, cfr. 60.31\nattività dei call center, cfr. 82.20\nLa fonte primaria di ricavi pubblicitari non incide sulla classificazione di queste attività."
"L","64.1","gruppo","INTERMEDIAZIONE MONETARIA","Questo gruppo include la raccolta e la fornitura di fondi sotto forma di depositi trasferibili o sostituti prossimi dei depositi, vale a dire fondi fissati in termini monetari, ottenuti su base giornaliera e distribuiti su tali fondi."
"L","64.2","gruppo","ATTIVITÀ DELLE SOCIETÀ DI PARTECIPAZIONE (HOLDING) E DEI CONDUIT DI FINANZIAMENTO","Questo gruppo include le attività delle holding e dei conduit di finanziamento. Si tratta di entità finanziarie captive di gruppi societari, vale a dire unità create da un gruppo finanziario o non finanziario per svolgere specifiche attività finanziarie, la cui attività principale è, rispettivamente, detenere il gruppo o agire come veicolo per organizzare e incanalare fondi all'interno del gruppo.\nsocietà di factoring e fatturazione vincolate, cfr. 64.92\nattività di investimento in conto proprio, per esempio da parte di società di capitale di rischio (venture capital), società di private equity, cfr. 64.99\ngestione attiva di aziende e imprese, pianificazione strategica e gestione dei processi decisionali dell'azienda, cfr. 70.10\naltre attività delle entità finanziarie captive di gruppi societari, cfr. classe corrispondente alla loro attività prevalente"
"L","64.3","gruppo","ATTIVITÀ DELLE SOCIETÀ FIDUCIARIE, DEI FONDI E ALTRE ENTITÀ SIMILI","Questo gruppo include entità giuridiche organizzate per mettere in comune titoli o altre attività finanziarie, senza gestirli o amministrarli, per conto di azionisti o beneficiari. I portafogli sono personalizzati per ottenere specifiche caratteristiche di investimento, ad esempio diversificazione, rischio, tasso di rendimento, volatilità dei prezzi. Queste entità percepiscono interessi, dividendi e altri redditi da capitale, ma presentano un numero ridotto o nullo di occupati e non hanno ricavi dalla vendita di servizi.\nattività di soggetti che traggono profitto dalla vendita di beni o servizi. Questo tipo di entità sono quindi classificate in base alla loro attività prevalente in altre parti della NACE (ad esempio, nella divisione 66 per la gestione di fondi, nella divisione 68 per la locazione e la gestione di beni immobili o nella divisione 77 per la locazione e il leasing operativo di navi o aeroplani)\nrealizzazione di operazioni di cartolarizzazione mediante emissione di strumenti finanziari, cfr. 64.92\noperazioni di cartolarizzazione di attività diverse dai crediti mediante emissione di strumenti finanziari, cfr. 64.99\nconti fiduciari, patrimoniali e di agenzia, che realizzano ricavi dalla vendita di beni o servizi, cfr. classe corrispondente in base all'attività prevalente"
"L","64.9","gruppo","ALTRE ATTIVITÀ DI SERVIZI FINANZIARI, AD ESCLUSIONE DI ASSICURAZIONI E FONDI PENSIONE","Questo gruppo include le attività di servizi finanziari (escluse assicurazioni e fondi pensione), diverse da quelle condotte da istituzioni monetarie, società di partecipazione (holding) e dei conduit di finanziamento, nonché trust, fondi ed entità simili.\nattività assicurative e dei fondi pensione, cfr. divisione 65"
"L","65.1","gruppo","ASSICURAZIONI","Questo gruppo include l'attività di assicurazione e riassicurazione sulla vita, con o senza le caratteristiche di strumenti di capitalizzazione, e le assicurazioni diverse da quelle sulla vita.\nQuesto gruppo include:\nassicurazioni e riassicurazioni sulla vita con o senza un sostanziale elemento di risparmio e altri rami danni assicurazione\nattività di assicuratori che operano per conto proprio\nraggruppamento (pooling) e assunzione dei rischi assicurativi\nvendita di assicurazioni in qualità di intermediario, cfr. 66.22\nattività assicurative vincolate (captive)"
"L","65.2","gruppo","RIASSICURAZIONI",""
"L","65.3","gruppo","FONDI PENSIONE",""
"L","66.1","gruppo","ATTIVITÀ AUSILIARIE DEI SERVIZI FINANZIARI, ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE","Questo gruppo include le attività delle unità che forniscono la disponibilità di mercati fisici o telematici allo scopo di facilitare l'acquisto e la vendita di azioni, opzioni su azioni (stock options), obbligazioni o contratti su merci e la negoziazione di cripto-attività (crypto-assets) con passività. Include anche altri servizi vari, tra cui la fornitura di servizi di consulenza finanziaria, la gestione patrimoniale o la fornitura di crowdfunding azionario e basato sul debito."
"L","66.2","gruppo","ATTIVITÀ AUSILIARIE DELLE ASSICURAZIONI E DEI FONDI PENSIONE","Questo gruppo include l'azione di agenti (cioè intermediari) nella vendita di rendite e polizze assicurative o nella fornitura di altri benefici per i dipendenti e servizi assicurativi e pensionistici, ad esempio liquidazione di sinistri, amministrazione per conto terzi.\nraggruppamento (pooling) e assunzione dei rischi assicurativi mediante sottoscrizione, cfr. divisione 65"
"L","66.3","gruppo","ATTIVITÀ DI GESTIONE DI FONDI",""
"M","68.1","gruppo","ATTIVITÀ IMMOBILIARI CON PROPRIETÀ PROPRIE E SVILUPPO DI PROGETTI IMMOBILIARI","Questo gruppo include le attività di acquisto, sviluppo e vendita di beni immobili di proprietà.\ncostruzione generale e lavori di costruzione specializzati per edifici e opere di ingegneria civile, cfr. sezione F\nattività di architettura e ingegneria e relativa consulenza tecnica, cfr. 71.1\nfornitura di servizi di gestione di progetti architettonici o ingegneristici per progetti di costruzione, cfr. 71.1"
"M","68.2","gruppo","AFFITTO E GESTIONE DI BENI IMMOBILI PROPRI O IN LOCAZIONE",""
"M","68.3","gruppo","ATTIVITÀ IMMOBILIARI PER CONTO TERZI",""
"N","69.1","gruppo","ATTIVITÀ LEGALI, GIURIDICHE E NOTARILI",""
"N","69.2","gruppo","ATTIVITÀ DI CONTABILITÀ, CONTROLLO E REVISIONE CONTABILE; CONSULENZA FISCALE",""
"N","70.1","gruppo","ATTIVITÀ DI HOLDING OPERATIVE",""
"N","70.2","gruppo","ALTRE ATTIVITÀ DI CONSULENZA AMMINISTRATIVO-GESTIONALE",""
"N","71.1","gruppo","ATTIVITÀ DI ARCHITETTURA, DI INGEGNERIA E ALTRE CONSULENZE TECNICHE CONNESSE","Questo gruppo include le attività di architettura e ingegneria, i servizi di stesura di progetti, di ispezione edile, le attività di indagine e mappatura e simili."
"N","71.2","gruppo","COLLAUDI E ANALISI TECNICHE",""
"N","72.1","gruppo","RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE NATURALI E DELL'INGEGNERIA",""
"N","72.2","gruppo","RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE SOCIALI E UMANISTICHE",""
"N","73.1","gruppo","PUBBLICITÀ",""
"N","73.2","gruppo","RICERCHE DI MERCATO E SONDAGGI DI OPINIONE",""
"N","73.3","gruppo","PUBBLICHE RELAZIONI E COMUNICAZIONE",""
"N","74.1","gruppo","ATTIVITÀ DI PROGETTAZIONE SPECIALIZZATA",""
"N","74.2","gruppo","ATTIVITÀ FOTOGRAFICHE",""
"N","74.3","gruppo","ATTIVITÀ DI TRADUZIONE E INTERPRETARIATO",""
"N","74.9","gruppo","ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE N.C.A.",""
"N","75.0","gruppo","SERVIZI VETERINARI",""
"O","77.1","gruppo","NOLEGGIO E LEASING OPERATIVO DI AUTOVEICOLI",""
"O","77.2","gruppo","NOLEGGIO E LEASING OPERATIVO DI BENI PER USO PERSONALE E PER LA CASA","Questo gruppo include il noleggio di beni per uso personale e per la casa, nonché il noleggio di attrezzature sportive, ricreative e di DVD. Tali attività includono, generalmente, il noleggio a breve termine di beni, sebbene in alcuni casi possano essere noleggiati per periodi più lunghi."
"O","77.3","gruppo","NOLEGGIO E LEASING OPERATIVO DI ALTRE MACCHINE, ATTREZZATURE E BENI MATERIALI",""
"O","77.4","gruppo","CONCESSIONE DEI DIRITTI DI SFRUTTAMENTO DI PROPRIETÀ INTELLETTUALE, ESCLUSE LE OPERE SOGGETTE A DIRITTO D'AUTORE",""
"O","77.5","gruppo","SERVIZI DI INTERMEDIAZIONE PER IL NOLEGGIO E IL LEASING OPERATIVO DI BENI MATERIALI E BENI IMMATERIALI NON FINANZIARI",""
"O","78.1","gruppo","ATTIVITÀ DI AGENZIE DI COLLOCAMENTO",""
"O","78.2","gruppo","ATTIVITÀ DI AGENZIE DI LAVORO INTERINALE E ALTRE ATTIVITÀ DI FORNITURA DI RISORSE UMANE",""
"O","79.1","gruppo","ATTIVITÀ DI AGENZIE DI VIAGGIO E TOUR OPERATOR","Questo gruppo include le attività delle agenzie, impegnate principalmente nella vendita di pacchetti di viaggio preconfezionati o personalizzati che includono servizi di trasporto, alloggio, visite guidate e altri servizi per il pubblico e per clienti commerciali, nonché le attività di organizzazione e assemblaggio di tour venduti attraverso le agenzie di viaggio o direttamente da agenti come i tour operator. Questo gruppo include anche le attività di tour operator."
"O","79.9","gruppo","ALTRI SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE",""
"O","80.0","gruppo","ATTIVITÀ DI INVESTIGAZIONE E VIGILANZA","Questo gruppo include i servizi legati alla sicurezza che sono normalmente svolti da operatori privati."
"O","81.1","gruppo","ATTIVITÀ DI SERVIZI INTEGRATI AGLI EDIFICI",""
"O","81.2","gruppo","ATTIVITÀ DI PULIZIA","Questo gruppo include: attività di pulizia generale, specializzata e di altro tipo. La differenza tra queste attività non si basa sul tipo di clienti serviti, ma sul tipo di pulizia effettuata.\nQuesto gruppo include i servizi di pulizia effettuati all'interno di immobili di ogni tipo, la pulizia esterna di edifici, la pulizia specializzata per edifici o altro, la pulizia di macchine industriali, la pulizia interna delle cisterne per trasporti su strada o marittimi, le attività di disinfezione e di disinfestazione di edifici e di macchinari industriali, la pulizia delle bottiglie, la pulizia delle strade, la rimozione di neve e ghiaccio.\nlotta a parassiti e animali nocivi in agricoltura (disinfestazione in agricoltura), cfr. 01.61\nlavaggio di tappeti e moquette, di tessuti e di tendaggi, cfr. 96.10"
"O","81.3","gruppo","ATTIVITÀ DI SERVIZI PER LA CURA DEL PAESAGGIO",""
"O","82.1","gruppo","ATTIVITÀ AMMINISTRATIVE E DI SUPPORTO PER LE FUNZIONI DI UFFICIO",""
"O","82.2","gruppo","ATTIVITÀ DEI CALL CENTER",""
"O","82.3","gruppo","ORGANIZZAZIONE DI CONVEGNI E FIERE",""
"O","82.4","gruppo","SERVIZI DI INTERMEDIAZIONE PER SERVIZI DI SUPPORTO ALLE IMPRESE N.C.A.",""
"O","82.9","gruppo","SERVIZI DI SUPPORTO ALLE IMPRESE N.C.A.","Questo gruppo include le attività di recupero crediti e gestione esattoriale, di raccolta e fornitura di informazioni commerciali e di rating e tutte le attività di supporto non classificate altrove.\nLe attività sono prevalentemente fornite alle imprese."
"P","84.1","gruppo","AMMINISTRAZIONE DELLO STATO E DELLE POLITICHE ECONOMICHE, SOCIALI E AMBIENTALI DELLA COMUNITÀ","Questo gruppo include le attività generali di amministrazione (come ad esempio, l'amministrazione esecutiva, legislativa, finanziaria, a tutti i livelli di governo) e le attività di supervisione nel campo della politica sociale, economica e ambientale della comunità."
"P","84.2","gruppo","EROGAZIONE DI SERVIZI COLLETTIVI","Questo gruppo include le attività di amministrazione degli affari esteri, la difesa, la giustizia e le attività di ordine pubblico e sicurezza nazionale."
"P","84.3","gruppo","ASSICURAZIONE SOCIALE OBBLIGATORIA",""
"Q","85.1","gruppo","ISTRUZIONE PRESCOLASTICA",""
"Q","85.2","gruppo","ISTRUZIONE PRIMARIA",""
"Q","85.3","gruppo","ISTRUZIONE SECONDARIA E SUPERIORE NON UNIVERSITARIA","Questo gruppo include l'erogazione di corsi di istruzione secondaria generale, tecnica e professionale.\nQuesto gruppo include anche l'erogazione di programmi educativi all'interno o all'esterno del sistema scolastico, equivalenti per contenuto ai programmi dell'istruzione secondaria, ma destinati a persone considerate troppo grandi per accedere alla scuola secondaria (ad esempio, programmi di alfabetizzazione per adulti, programmi di seconda opportunità o di reinserimento).\nistruzione e formazione non formale, cfr. 85.5"
"Q","85.4","gruppo","ISTRUZIONE UNIVERSITARIA",""
"Q","85.5","gruppo","ALTRI SERVIZI DI ISTRUZIONE","Questo gruppo include l'istruzione (inclusa istruzione non formale) che non fa parte dell'istruzione iniziale del sistema scolastico regolare, e che non è equivalente per contenuto e qualifiche ai programmi da essa previsti. Include l'istruzione per qualsiasi scopo professionale, per hobby o per lo sviluppo personale (autosviluppo) rivolta a bambini e adulti, inclusa l'istruzione e la formazione professionale continua non formale. L'istruzione non formale è definita dalla classificazione ISCED-P 2011 come un'istruzione istituzionalizzata, intenzionale e pianificata da un fornitore di istruzione come aggiunta, alternativa e/o a complemento dell'istruzione formale nell'ambito del processo di formazione continua degli individui. Si rivolge a persone di tutte le età ma non si esplicita necessariamente in una struttura a percorso continuo; può essere di breve durata e/o a bassa intensità, ed è tipicamente fornita sotto forma di corsi brevi, workshop o seminari.\nQuesto gruppo include anche le attività formative erogate da docenti autonomi, per conto proprio, individuali o indipendenti (tutor, accademici, istruttori).\nQuesto gruppo include l'insegnamento dell'attività sportiva a gruppi o individui, l'insegnamento delle lingue straniere, l'insegnamento delle arti, del teatro o della musica o altri tipi di istruzione o formazione specializzata, erogati da campeggi e scuole, non paragonabili all'istruzione di cui ai gruppi 85.1, 85.2, 85.3, 85.4.\nattività educative formali di cui ai gruppi 85.1-85.4, vale a dire l'istruzione pre-scolastica, l'istruzione primaria, l'istruzione secondaria, l'istruzione superiore non universitaria o l'istruzione di tipo terziario, cfr. 85.1, 85.2, 85.3, 85.4"
"Q","85.6","gruppo","SERVIZI DI SUPPORTO ALL'ISTRUZIONE",""
