main,code,title,description,exclusion_title,exclusion_list,exclusion_description,level
J,58.1,"edizione di libri, periodici ed altre attività editoriali","Questo gruppo include attività di edizione di libri, giornali, riviste ed altri periodici, elenchi e mailing list, nonché di fotografie, incisioni, cartoline postali, calendari, moduli, manifesti e riproduzioni di opere d'arte. Tali opere sono caratterizzate dalla creatività intellettuale richiesta per il loro sviluppo e sono generalmente protette dal copyright.",,,,gruppo
J,58.2,edizione di software,,,,,gruppo
J,59.1,"attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi","Questo gruppo include la produzione di spettacoli cinematografici su pellicola, videocassetta o Dvd o altro supporto, inclusa la distribuzione digitale, per la proiezione diretta in sale cinematografiche o per la trasmissione in televisione; le attività di assistenza quali l'editing, il montaggio, il doppiaggio eccetera, la distribuzione ad altre industrie di pellicole cinematografiche (videocassette, Dvd eccetera) e di altre produzioni e la loro proiezione. È inclusa anche l'acquisto e la vendita dei diritti di distribuzione delle produzioni cinematografiche.",,,,gruppo
J,59.2,attività di registrazione sonora e di editoria musicale,,,,,gruppo
J,60.1,trasmissioni radiofoniche,,,,,gruppo
J,60.2,attività di programmazione e trasmissioni televisive,,,,,gruppo
J,61.1,telecomunicazioni fisse,,,,,gruppo
J,61.2,telecomunicazioni mobili,,,,,gruppo
J,61.3,telecomunicazioni satellitari,,,,,gruppo
J,61.9,altre attività di telecomunicazione,,,,,gruppo
J,62.0,"produzione di software, consulenza informatica e attività connesse",,,,,gruppo
J,63.1,"elaborazione dei dati, hosting e attività connesse; portali web","Questo gruppo include la fornitura di servizi di hosting, elaborazione dei dati e simili, nonché la gestione di motori di ricerca e altri portali internet.",,,,gruppo
J,63.9,altre attività dei servizi d'informazione,"Questo gruppo include le attività delle agenzie di stampa e tutte le altre attività dei servizi di informazione. Sono escluse le seguenti attività: - attività di biblioteche e archivi, cfr. 91.01",,"- attività di biblioteche e archivi, cfr. 91.01",,gruppo
K,64.1,intermediazione monetaria,"Questo gruppo include la raccolta di fondi nella forma di depositi a vista, cioè fondi a valore nominale certo, liberamente rimborsabili o trasferibili e, ad eccezione dell'attività della banca centrale, ottenuti da operatori non finanziari.",,,,gruppo
K,64.2,attività delle società di partecipazione (holding),,,,,gruppo
K,64.3,"società fiduciarie, fondi e altre società simili",,,,,gruppo
K,64.9,altre attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),"Questo gruppo include le intermediazioni finanziarie diverse da quelle condotte da istituzioni monetarie. Sono escluse le seguenti attività: - assicurazioni e fondi pensione, cfr. divisione 65",,"- assicurazioni e fondi pensione, cfr. divisione 65",,gruppo
K,65.1,assicurazioni,"Questo gruppo comprende l'attività di assicurazione e riassicurazione sulla vita, con o senza caratteristiche di strumenti di capitalizzazione, e le assicurazioni diverse da quelle sulla vita.",,,,gruppo
K,65.2,riassicurazioni,,,,,gruppo
K,65.3,fondi pensione,,,,,gruppo
K,66.1,attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione),"Questo gruppo comprende l'attività delle unità che forniscono la disponibilità di mercati fisici o telematici allo scopo di facilitare l'acquisto e la vendita di azioni, stock options, titoli obbligazionari o contratti su merci.",,,,gruppo
K,66.2,attività ausiliarie delle assicurazioni e dei fondi pensione,"Questo gruppo include le attività di coloro che agiscono in qualità di agenti (ovvero mediatori) nella vendita di rendite vitalizie e polizze assicurative o nell'erogazione di altri benefici o servizi relativi alle assicurazioni e ai fondi pensione, come la liquidazione degli indennizzi e l'attività di gestione delle polizze assicurative di una impresa o di un gruppo di imprese da parte di soggetti diversi dalla società di assicurazione e dall'assicurato.",,,,gruppo
K,66.3,attività di gestione dei fondi,,,,,gruppo
L,68.1,compravendita di beni immobili effettuata su beni propri,,,,,gruppo
L,68.2,affitto e gestione di immobili di proprietà o in leasing,,,,,gruppo
L,68.3,attività immobiliari per conto terzi,,,,,gruppo
M,69.1,attività degli studi legali,,,,,gruppo
M,69.2,"contabilità, controllo e revisione contabile, consulenza in materia fiscale e del lavoro",,,,,gruppo
M,70.1,attività di direzione aziendale,,,,,gruppo
M,70.2,attività di consulenza gestionale,,,,,gruppo
M,71.1,"attività degli studi di architettura, ingegneria ed altri studi tecnici","Questo gruppo include le attività degli studi di architettura ed ingegneria, i servizi di stesura di progetti, di ispezione edile, le attività di indagine e di mappatura e simili.",,,,gruppo
M,71.2,collaudi ed analisi tecniche,,,,,gruppo
M,72.1,ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria,"Questo gruppo comprende la ricerca di base, la ricerca applicata e lo sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria.",,,,gruppo
M,72.2,ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,,,,,gruppo
M,73.1,pubblicità,,,,,gruppo
M,73.2,ricerche di mercato e sondaggi di opinione,,,,,gruppo
M,74.1,attività di design specializzate,,,,,gruppo
M,74.2,attività fotografiche,,,,,gruppo
M,74.3,traduzione e interpretariato,,,,,gruppo
M,74.9,"altre attività professionali, scientifiche e tecniche n.c.a.",,,,,gruppo
M,75.0,servizi veterinari,,,,,gruppo
N,77.1,noleggio di autoveicoli,,,,,gruppo
N,77.2,noleggio di beni per uso personale e per la casa,"Questo gruppo include il noleggio di beni per uso personale e per la casa, nonché il noleggio di attrezzature sportive, ricreative e di videocassette. Tali attività includono, generalmente, il noleggio a breve termine di beni, sebbene in alcuni casi possano essere noleggiati per periodi più lunghi.",,,,gruppo
N,77.3,"noleggio di altre macchine, attrezzature e beni materiali",,,,,gruppo
N,77.4,concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright),,,,,gruppo
N,78.1,attività di agenzie di collocamento,,,,,gruppo
N,78.2,attività delle agenzie di lavoro temporaneo (interinale),,,,,gruppo
N,78.3,altre attività di fornitura e gestione di risorse umane,,,,,gruppo
N,79.1,attività delle agenzie di viaggio e dei tour operator,"Questo gruppo include le attività delle agenzie principalmente impegnate nella vendita di pacchetti di viaggio, gite, servizi di trasporto e sistemazione per il pubblico e per clienti commerciali, le attività di organizzazione e gestione di gite turistiche proposte da agenzie di viaggio o tour operator.",,,,gruppo
N,79.9,altri servizi di prenotazione e attività connesse,,,,,gruppo
N,80.1,servizi di vigilanza privata,,,,,gruppo
N,80.2,servizi connessi ai sistemi di vigilanza,,,,,gruppo
N,80.3,servizi investigativi privati,,,,,gruppo
N,81.1,servizi integrati di gestione agli edifici,,,,,gruppo
N,81.2,attività di pulizia e disinfestazione,"Questo gruppo include i servizi di pulizia effettuati all'interno di immobili di ogni tipo, la pulizia esterna di edifici, la pulizia specializzata per edifici o altro, la pulizia di macchine industriali, la pulizia interna delle cisterne per trasporti su strada o marittimi, le attività di disinfezione e di disinfestazione di edifici e di macchinari industriali, la pulizia delle bottiglie, la pulizia delle strade, la rimozione di neve e ghiaccio. Sono escluse le seguenti attività: - la disinfestazione connessa all'agricoltura, cfr. 01.61 - la pulizia di nuovi edifici immediatamente conseguente alla loro costruzione, cfr. 43.39 - la pulizia con vapore, la sabbiatura e simili attività di pulitura di facciate di edifici, cfr. 43.99 - il lavaggio di tappeti e moquette, di tessuti e di tendaggi, cfr. 96.01",,"- la disinfestazione connessa all'agricoltura, cfr. 01.61 - la pulizia di nuovi edifici immediatamente conseguente alla loro costruzione, cfr. 43.39 - la pulizia con vapore, la sabbiatura e simili attività di pulitura di facciate di edifici, cfr. 43.99 - il lavaggio di tappeti e moquette, di tessuti e di tendaggi, cfr. 96.01",,gruppo
N,81.3,cura e manutenzione del paesaggio,,,,,gruppo
N,82.1,attività di supporto per le funzioni d'ufficio,,,,,gruppo
N,82.2,attività dei call center,,,,,gruppo
N,82.3,organizzazione di convegni e fiere,,,,,gruppo
N,82.9,servizi di supporto alle imprese n.c.a.,Questo gruppo include le attività di recupero crediti svolte da agenzie specializzate e tutte quelle attività di supporto alle imprese non classificate altrove.,,,,gruppo
O,84.1,"amministrazione pubblica: amministrazione generale, economica e sociale","Questo gruppo include le attività generali di amministrazione (esempio amministrazione esecutiva, legislativa, finanziaria eccetera a tutti i livelli di governo) e le attività di supervisione nel settore sociale ed economico.",,,,gruppo
O,84.2,servizi collettivi delle amministrazioni pubbliche,"Questo gruppo include le attività degli affari esteri, della difesa, dell'ordine e della sicurezza pubblica.",,,,gruppo
O,84.3,assicurazione sociale obbligatoria,,,,,gruppo
P,85.1,istruzione prescolastica,,,,,gruppo
P,85.2,istruzione primaria,,,,,gruppo
P,85.3,istruzione secondaria,"Questo gruppo include l'erogazione di corsi di istruzione secondaria generale, tecnica e professionale. Sono escluse le seguenti attività: - istruzione per adulti, come definita nel gruppo 85.5",,"- istruzione per adulti, come definita nel gruppo 85.5",,gruppo
P,85.4,istruzione post-secondaria universitaria e non universitaria,"Questo gruppo include l'erogazione di corsi di istruzione post-secondaria non universitaria e di corsi universitari per il conferimento dei titoli accademici di laurea, laurea specialistica e specializzazione post- laurea. Sono escluse le seguenti attività: - istruzione per adulti, come definita nel gruppo 85.5",,"- istruzione per adulti, come definita nel gruppo 85.5",,gruppo
P,85.5,altri servizi di istruzione,"Questo gruppo include l'istruzione generale continua, istruzione professionale continua e la formazione per le varie professioni, per hobby o per lo sviluppo conoscitivo personale. Sono escluse le attività comprese nei gruppi 85.1-85.4 - istruzione prescolastica, istruzione primaria, istruzione secondaria ed istruzione superiore. Sono inclusi corsi di preparazione all'attività sportiva, corsi di lingua straniera, corsi di arte, recitazione o musica o altri corsi di formazione specialistici, non assimilabili alle attività di istruzione generale comprese nei gruppi 85.1-85.4",,,,gruppo
P,85.6,attività di supporto all'istruzione,,,,,gruppo
Q,86.1,servizi ospedalieri,,,,,gruppo
Q,86.2,servizi degli studi medici e odontoiatrici,"Questo gruppo include le visite mediche ed i trattamenti effettuati da medici generici, specialisti, inclusi chirurghi, dentisti eccetera. Le attività previste in questo gruppo possono essere svolte in studi privati, in ambulatori in cui operano gruppi di medici ed in cliniche ospedaliere che svolgono servizio ambulatoriale presso aziende, scuole, case di riposo, organizzazioni sindacali, nonché a domicilio degli ammalati. Questo gruppo include anche: - servizi di consulto privato a pazienti ricoverati",,,,gruppo
Q,86.9,altri servizi di assistenza sanitaria,,,,,gruppo
Q,87.1,strutture di assistenza infermieristica residenziale,,,,,gruppo
Q,87.2,"strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti",,,,,gruppo
Q,87.3,strutture di assistenza residenziale per anziani e disabili,,,,,gruppo
Q,87.9,altre strutture di assistenza sociale residenziale,,,,,gruppo
Q,88.1,assistenza sociale non residenziale per anziani e disabili,,,,,gruppo
Q,88.9,altre attività di assistenza sociale non residenziale,,,,,gruppo
R,90.0,"attività creative, artistiche e di intrattenimento",Questo gruppo include attività di creazioni e rappresentazioni artistiche e simili.,,,,gruppo
R,91.0,"attività di biblioteche, archivi, musei ed altre attività culturali",,,,,gruppo
R,92.0,"attività riguardanti le lotterie, le scommesse, le case da gioco",,,,,gruppo
R,93.1,attività sportive,"Questo gruppo include la gestione di impianti sportivi; la gestione di squadre o club sportivi mirata principalmente alla partecipazione ad eventi che si svolgono di fronte ad un pubblico pagante; atleti indipendenti ingaggiati per partecipare ad eventi sportivi o gare dal vivo con spettatori paganti; proprietari di mezzi utilizzati nelle gare, quali automobili, cani, cavalli eccetera principalmente impegnati nella partecipazione a gare o ad altri eventi sportivi con spettatori; allenatori che forniscono servizi specialistici di supporto a chi partecipa ad eventi sportivi o gare; gestori di palazzetti dello sport e stadi; altre attività di organizzazione, promozione o gestione di eventi sportivi n.c.a..",,,,gruppo
R,93.2,attività ricreative e di divertimento,"Questo gruppo include un'ampia gamma di unità che gestiscono strutture o forniscono servizi mirati a soddisfare diversi interessi. È inclusa la gestione di varie attrazioni quali giostre meccaniche, giochi d'acqua, giochi, spettacoli, esibizioni a tema e aree da picnic.",,,,gruppo
S,94.1,"attività di organizzazioni economiche, di datori di lavoro e professionali","Questo gruppo include le attività di organizzazioni che promuovono gli interessi dei membri delle organizzazioni economiche e di datori di lavoro. Nel caso delle organizzazioni professionali, sono incluse anche le attività di promozione degli interessi professionali dei membri.",,,,gruppo
S,94.2,attività dei sindacati di lavoratori dipendenti,,,,,gruppo
S,94.9,attività di altre organizzazioni associative,"Questo gruppo include le attività delle organizzazioni (escluse le organizzazioni economiche e dei datori di lavoro, le associazioni professionali, i sindacati) che promuovono gli interessi dei propri membri.",,,"escluse le organizzazioni economiche e dei datori di lavoro, le associazioni professionali, i sindacati",gruppo
S,95.1,riparazione di computer e di apparecchiature per le comunicazioni,"Questo gruppo include la riparazione e la manutenzione di computer, periferiche ed apparecchiature per le comunicazioni.",,,,gruppo
S,95.2,riparazione di beni per uso personale e per la casa,,,,,gruppo
S,96.0,altre attività di servizi per la persona,,,,,gruppo
T,97.0,attività di famiglie e convivenze come datori di lavoro per personale domestico,,,,,gruppo
T,98.1,produzione di beni indifferenziati per uso proprio da parte di famiglie e convivenze,,,,,gruppo
T,98.2,produzione di servizi indifferenziati per uso proprio da parte di famiglie e convivenze,,,,,gruppo
U,99.0,organizzazioni ed organismi extraterritoriali,,,,,gruppo
