main,code,level,title,description,descriptor,exclusion_list,exclusion_description,exclusion_title
F,41,divisione,costruzione di edifici,"Questa divisione include lavori generali per la costruzione di edifici di qualsiasi tipo. Sono inclusi i nuovi lavori, le riparazioni, le aggiunte e le alterazioni, l'installazione nei cantieri di edifici prefabbricati o di strutture anche di natura temporanea. È compresa inoltre la costruzione di alloggi, edifici adibiti ad uffici, negozi, edifici pubblici e di servizio, fabbricati rurali eccetera.","# costruzione di edifici

Questa divisione include lavori generali per la costruzione di edifici di qualsiasi tipo. Sono inclusi i nuovi lavori, le riparazioni, le aggiunte e le alterazioni, l'installazione nei cantieri di edifici prefabbricati o di strutture anche di natura temporanea. È compresa inoltre la costruzione di alloggi, edifici adibiti ad uffici, negozi, edifici pubblici e di servizio, fabbricati rurali eccetera.
",,,
F,42,divisione,ingegneria civile,"Questa divisione include i lavori generali per la costruzione di opere di ingegneria civile. Essa include i nuovi lavori, le riparazioni, le aggiunte e le alterazioni, il montaggio di strutture prefabbricate in cantiere e anche le costruzioni di natura temporanea. È inclusa anche la costruzione di opere di ingegneria civile quali autostrade, strade, ponti, gallerie, ferrovie, campi di aviazione, porti ed altre opere idrauliche, la costruzione di sistemi di irrigazione e di fognatura, condotte e linee elettriche, impianti sportivi all'aperto eccetera. Queste attività possono essere effettuate in conto proprio o in conto terzi. Il lavoro può essere effettuato totalmente o parzialmente in subappalto.","# ingegneria civile

Questa divisione include i lavori generali per la costruzione di opere di ingegneria civile. Essa include i nuovi lavori, le riparazioni, le aggiunte e le alterazioni, il montaggio di strutture prefabbricate in cantiere e anche le costruzioni di natura temporanea. È inclusa anche la costruzione di opere di ingegneria civile quali autostrade, strade, ponti, gallerie, ferrovie, campi di aviazione, porti ed altre opere idrauliche, la costruzione di sistemi di irrigazione e di fognatura, condotte e linee elettriche, impianti sportivi all'aperto eccetera. Queste attività possono essere effettuate in conto proprio o in conto terzi. Il lavoro può essere effettuato totalmente o parzialmente in subappalto.
",,,
F,43,divisione,lavori di costruzione specializzati,"Questa divisione include i lavori di costruzione specializzati, ovvero, la costruzione di parti di edifici, i lavori di ingegneria civile e le attività di preparazione a tale scopo. Si tratta solitamente di attività specializzate in un aspetto comune a diversi tipi di strutture, che richiedono competenze o attrezzature specializzate, quali l'infissione di pali, i lavori di fondazione, i lavori di ossatura di edifici e di strutture in calcestruzzo, la posa in opera di mattoni e pietre, il montaggio di ponteggi, la copertura di tetti eccetera. È inclusa la costruzione di strutture in acciaio a condizione che le varie parti non siano prodotte dalla stessa unità che le pone in opera. Tali attività sono effettuate prevalentemente in subappalto. Sono anche incluse le attività di finitura e completamento degli edifici. Sono inoltre incluse le attività di installazione di tutti i tipi di servizi, necessarie al funzionamento della costruzione. Tali attività vengono generalmente realizzate in cantiere, anche se alcune parti del lavoro possono essere eseguite esternamente in officine specializzate. Ne fanno parte l'installazione di impianti idraulico-sanitari, di riscaldamento e condizionamento dell'aria, di antenne, di sistemi di allarme e di altri apparati elettrici, di sistemi antincendio, di ascensori e scale mobili eccetera. Sono inoltre compresi i lavori di isolamento (per umidità, calore, rumore), i lavori di rivestimento metallico, l'installazione di impianti di illuminazione e segnaletica per strade, ferrovie, aeroporti, porti eccetera. Sono inoltre incluse tutte le attività di riparazione dei lavori citati. Il noleggio di attrezzature per la costruzione con manovratore è classificato fra i lavori di costruzione specializzati effettuati con queste attrezzature. I lavori di completamento comprendono le attività che contribuiscono alla finitura di una costruzione quali posa in opera di vetrate, intonacatura, tinteggiatura e imbiancatura, lavori di rivestimento di muri e pavimenti o di rivestimento con altri materiali quali parquet, moquette, carta da parati eccetera, levigatura di pavimenti, lavori di carpenteria per finitura, lavori di isolamento acustico eccetera. Sono inoltre incluse tutte le attività di riparazione dei lavori citati.","# lavori di costruzione specializzati

Questa divisione include i lavori di costruzione specializzati, ovvero, la costruzione di parti di edifici, i lavori di ingegneria civile e le attività di preparazione a tale scopo. Si tratta solitamente di attività specializzate in un aspetto comune a diversi tipi di strutture, che richiedono competenze o attrezzature specializzate, quali l'infissione di pali, i lavori di fondazione, i lavori di ossatura di edifici e di strutture in calcestruzzo, la posa in opera di mattoni e pietre, il montaggio di ponteggi, la copertura di tetti eccetera. È inclusa la costruzione di strutture in acciaio a condizione che le varie parti non siano prodotte dalla stessa unità che le pone in opera. Tali attività sono effettuate prevalentemente in subappalto. Sono anche incluse le attività di finitura e completamento degli edifici. Sono inoltre incluse le attività di installazione di tutti i tipi di servizi, necessarie al funzionamento della costruzione. Tali attività vengono generalmente realizzate in cantiere, anche se alcune parti del lavoro possono essere eseguite esternamente in officine specializzate. Ne fanno parte l'installazione di impianti idraulico-sanitari, di riscaldamento e condizionamento dell'aria, di antenne, di sistemi di allarme e di altri apparati elettrici, di sistemi antincendio, di ascensori e scale mobili eccetera. Sono inoltre compresi i lavori di isolamento (per umidità, calore, rumore), i lavori di rivestimento metallico, l'installazione di impianti di illuminazione e segnaletica per strade, ferrovie, aeroporti, porti eccetera. Sono inoltre incluse tutte le attività di riparazione dei lavori citati. Il noleggio di attrezzature per la costruzione con manovratore è classificato fra i lavori di costruzione specializzati effettuati con queste attrezzature. I lavori di completamento comprendono le attività che contribuiscono alla finitura di una costruzione quali posa in opera di vetrate, intonacatura, tinteggiatura e imbiancatura, lavori di rivestimento di muri e pavimenti o di rivestimento con altri materiali quali parquet, moquette, carta da parati eccetera, levigatura di pavimenti, lavori di carpenteria per finitura, lavori di isolamento acustico eccetera. Sono inoltre incluse tutte le attività di riparazione dei lavori citati.
",,,
G,45,divisione,commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,"Nella divisione sono incluse tutte le attività (esclusa fabbricazione e noleggio) connesse al commercio, manutenzione e riparazione di motocicli e autoveicoli, inclusi autocarri e camion: commercio all'ingrosso e al dettaglio di veicoli nuovi e di seconda mano, inclusa la manutenzione e la riparazione, il commercio all'ingrosso e al dettaglio di parti ed accessori. Sono anche incluse le attività dei concessionari di vendita all'ingrosso o al dettaglio di veicoli, le vendite all'asta e tramite internet. La divisione include anche le attività di lavaggio, lucidatura dei veicoli eccetera. La divisione non include la vendita al dettaglio di carburante e prodotti lubrificanti o refrigeranti, o il noleggio di automobili o motocicli.","# commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli

Nella divisione sono incluse tutte le attività (esclusa fabbricazione e noleggio) connesse al commercio, manutenzione e riparazione di motocicli e autoveicoli, inclusi autocarri e camion: commercio all'ingrosso e al dettaglio di veicoli nuovi e di seconda mano, inclusa la manutenzione e la riparazione, il commercio all'ingrosso e al dettaglio di parti ed accessori. Sono anche incluse le attività dei concessionari di vendita all'ingrosso o al dettaglio di veicoli, le vendite all'asta e tramite internet. La divisione include anche le attività di lavaggio, lucidatura dei veicoli eccetera. La divisione non include la vendita al dettaglio di carburante e prodotti lubrificanti o refrigeranti, o il noleggio di automobili o motocicli.

Questa sezione ATECO non comprende le seguenti attività:

, esclusa fabbricazione e noleggio
",,esclusa fabbricazione e noleggio,
G,46,divisione,commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),"Questa divisione include il commercio all'ingrosso per conto proprio o per conto terzi (vendita su commissione), a livello nazionale o internazionale (import/export). Sono escluse le seguenti attività: - commercio all'ingrosso di autoveicoli, roulotte e motocicli, cfr. 45.1, 45.4 - commercio all'ingrosso di accessori per autoveicoli e motocicli, cfr. 45.31, 45.40 - noleggio e leasing di beni, cfr. divisione 77 - imballaggio di merci solide e imbottigliamento di merci liquide o gassose, inclusa la miscelatura e il filtraggio per conto terzi, cfr. 82.92","# commercio all'ingrosso (escluso quello di autoveicoli e di motocicli)

Questa divisione include il commercio all'ingrosso per conto proprio o per conto terzi (vendita su commissione), a livello nazionale o internazionale (import/export). Sono escluse le seguenti attività: - commercio all'ingrosso di autoveicoli, roulotte e motocicli, cfr. 45.1, 45.4 - commercio all'ingrosso di accessori per autoveicoli e motocicli, cfr. 45.31, 45.40 - noleggio e leasing di beni, cfr. divisione 77 - imballaggio di merci solide e imbottigliamento di merci liquide o gassose, inclusa la miscelatura e il filtraggio per conto terzi, cfr. 82.92

Questa sezione ATECO non comprende le seguenti attività:

- commercio all'ingrosso di autoveicoli, roulotte e motocicli, cfr. 45.1, 45.4 - commercio all'ingrosso di accessori per autoveicoli e motocicli, cfr. 45.31, 45.40 - noleggio e leasing di beni, cfr. divisione 77 - imballaggio di merci solide e imbottigliamento di merci liquide o gassose, inclusa la miscelatura e il filtraggio per conto terzi, cfr. 82.92, 
","- commercio all'ingrosso di autoveicoli, roulotte e motocicli, cfr. 45.1, 45.4 - commercio all'ingrosso di accessori per autoveicoli e motocicli, cfr. 45.31, 45.40 - noleggio e leasing di beni, cfr. divisione 77 - imballaggio di merci solide e imbottigliamento di merci liquide o gassose, inclusa la miscelatura e il filtraggio per conto terzi, cfr. 82.92",,
G,47,divisione,commercio al dettaglio (escluso quello di autoveicoli e di motocicli),"Questa divisione include la rivendita (vendita senza trasformazione) di beni nuovi e usati destinati principalmente ad uso e consumo personale o domestico in negozi, grandi magazzini, mercati e banchi, attraverso imprese di vendita per corrispondenza, mediante venditori porta a porta, venditori ambulanti, cooperative di consumo, via internet eccetera. Il commercio al dettaglio è classificato in primo luogo in base al tipo di esercizio nel quale viene effettata la vendita, ovvero in commercio al dettaglio in negozi (gruppi da 47.1 a 47.7); commercio al dettaglio al di fuori dei negozi (gruppi 47.8 e 47.9). Il commercio al dettaglio in negozi include la vendita al dettaglio di beni usati (classe 47.79). Per il commercio al dettaglio in negozi esiste un'ulteriore distinzione tra commercio al dettaglio specializzato (gruppi da 47.2 a 47.7) e non specializzato (gruppo 47.1). Questi gruppi sono ulteriormente suddivisi sulla base di criteri che tengono conto del tipo di prodotti venduti. Le vendite al di fuori dei negozi sono classificate in base alle forme di commercializzazione, come ad esempio il commercio ambulante, realizzato in mercati e banchi (gruppo 47.8), oppure altri tipi di vendita al di fuori dei negozi, ovvero per corrispondenza, vendita porta a porta, attraverso distributori automatici, via internet eccetera (gruppo 47.9). Le merci relative alle attività di vendita classificate in questa divisione rientrano prevalentemente nei beni destinati al consumo finale; pertanto sono esclusi i prodotti che non rientrano normalmente nel commercio al dettaglio, come ad esempio cereali in grani, minerali, macchine e impianti industriali eccetera. In questa divisione sono incluse anche le attività di imprese che vendono, previa esposizione, beni quali personal computer, articoli di cancelleria, vernici o legname da costruzione, sebbene tali prodotti possano non essere destinati ad un uso personale o domestico. Il trattamento che di solito viene effettuato nel commercio non modifica le caratteristiche di base delle merci e può includere, ad esempio, la selezione, la separazione, la miscelatura e il confezionamento delle merci. Questa divisione include anche il commercio al dettaglio tramite incaricati alla vendita e case d'asta. Sono escluse le seguenti attività: - la vendita diretta di prodotti agricoli, cfr. divisione 01 - la vendita associata alla fabbricazione o alla trasformazione di prodotti, generalmente classificata come fabbricazione nelle divisioni 10-32 - la vendita di autoveicoli, motocicli e relative parti, cfr. divisione 45 - commercio di cereali in grani, minerali, petrolio greggio, prodotti chimici industriali, prodotti siderurgici e macchine e attrezzature industriali, cfr. divisione 46 - la somministrazione di cibi e bevande per il consumo immediato e la vendita di cibi da asporto, cfr. divisione 56 - il noleggio al pubblico di beni per uso personale e domestico, cfr. gruppo 77.2","# commercio al dettaglio (escluso quello di autoveicoli e di motocicli)

Questa divisione include la rivendita (vendita senza trasformazione) di beni nuovi e usati destinati principalmente ad uso e consumo personale o domestico in negozi, grandi magazzini, mercati e banchi, attraverso imprese di vendita per corrispondenza, mediante venditori porta a porta, venditori ambulanti, cooperative di consumo, via internet eccetera. Il commercio al dettaglio è classificato in primo luogo in base al tipo di esercizio nel quale viene effettata la vendita, ovvero in commercio al dettaglio in negozi (gruppi da 47.1 a 47.7); commercio al dettaglio al di fuori dei negozi (gruppi 47.8 e 47.9). Il commercio al dettaglio in negozi include la vendita al dettaglio di beni usati (classe 47.79). Per il commercio al dettaglio in negozi esiste un'ulteriore distinzione tra commercio al dettaglio specializzato (gruppi da 47.2 a 47.7) e non specializzato (gruppo 47.1). Questi gruppi sono ulteriormente suddivisi sulla base di criteri che tengono conto del tipo di prodotti venduti. Le vendite al di fuori dei negozi sono classificate in base alle forme di commercializzazione, come ad esempio il commercio ambulante, realizzato in mercati e banchi (gruppo 47.8), oppure altri tipi di vendita al di fuori dei negozi, ovvero per corrispondenza, vendita porta a porta, attraverso distributori automatici, via internet eccetera (gruppo 47.9). Le merci relative alle attività di vendita classificate in questa divisione rientrano prevalentemente nei beni destinati al consumo finale; pertanto sono esclusi i prodotti che non rientrano normalmente nel commercio al dettaglio, come ad esempio cereali in grani, minerali, macchine e impianti industriali eccetera. In questa divisione sono incluse anche le attività di imprese che vendono, previa esposizione, beni quali personal computer, articoli di cancelleria, vernici o legname da costruzione, sebbene tali prodotti possano non essere destinati ad un uso personale o domestico. Il trattamento che di solito viene effettuato nel commercio non modifica le caratteristiche di base delle merci e può includere, ad esempio, la selezione, la separazione, la miscelatura e il confezionamento delle merci. Questa divisione include anche il commercio al dettaglio tramite incaricati alla vendita e case d'asta. Sono escluse le seguenti attività: - la vendita diretta di prodotti agricoli, cfr. divisione 01 - la vendita associata alla fabbricazione o alla trasformazione di prodotti, generalmente classificata come fabbricazione nelle divisioni 10-32 - la vendita di autoveicoli, motocicli e relative parti, cfr. divisione 45 - commercio di cereali in grani, minerali, petrolio greggio, prodotti chimici industriali, prodotti siderurgici e macchine e attrezzature industriali, cfr. divisione 46 - la somministrazione di cibi e bevande per il consumo immediato e la vendita di cibi da asporto, cfr. divisione 56 - il noleggio al pubblico di beni per uso personale e domestico, cfr. gruppo 77.2

Questa sezione ATECO non comprende le seguenti attività:

- la vendita diretta di prodotti agricoli, cfr. divisione 01 - la vendita associata alla fabbricazione o alla trasformazione di prodotti, generalmente classificata come fabbricazione nelle divisioni 10-32 - la vendita di autoveicoli, motocicli e relative parti, cfr. divisione 45 - commercio di cereali in grani, minerali, petrolio greggio, prodotti chimici industriali, prodotti siderurgici e macchine e attrezzature industriali, cfr. divisione 46 - la somministrazione di cibi e bevande per il consumo immediato e la vendita di cibi da asporto, cfr. divisione 56 - il noleggio al pubblico di beni per uso personale e domestico, cfr. gruppo 77.2, 
","- la vendita diretta di prodotti agricoli, cfr. divisione 01 - la vendita associata alla fabbricazione o alla trasformazione di prodotti, generalmente classificata come fabbricazione nelle divisioni 10-32 - la vendita di autoveicoli, motocicli e relative parti, cfr. divisione 45 - commercio di cereali in grani, minerali, petrolio greggio, prodotti chimici industriali, prodotti siderurgici e macchine e attrezzature industriali, cfr. divisione 46 - la somministrazione di cibi e bevande per il consumo immediato e la vendita di cibi da asporto, cfr. divisione 56 - il noleggio al pubblico di beni per uso personale e domestico, cfr. gruppo 77.2",,
H,49,divisione,trasporto terrestre e trasporto mediante condotte,"Questa divisione include il trasporto di passeggeri e merci su strade e ferrovie, nonché il trasporto di merci mediante condotte.","# trasporto terrestre e trasporto mediante condotte

Questa divisione include il trasporto di passeggeri e merci su strade e ferrovie, nonché il trasporto di merci mediante condotte.
",,,
H,50,divisione,trasporto marittimo e per vie d'acqua,"Questa divisione include il trasporto di passeggeri o merci per vie d'acqua, di linea e non. È inclusa anche l'attività di rimorchiatori o spintori, di motonavi da escursione, da crociera o battelli panoramici, navi, traghetti, lance-taxi eccetera.","# trasporto marittimo e per vie d'acqua

Questa divisione include il trasporto di passeggeri o merci per vie d'acqua, di linea e non. È inclusa anche l'attività di rimorchiatori o spintori, di motonavi da escursione, da crociera o battelli panoramici, navi, traghetti, lance-taxi eccetera.
",,,
H,51,divisione,trasporto aereo,"Questa divisione include il trasporto aereo o spaziale di passeggeri o di merci. Sono escluse le seguenti attività: - irrorazione aerea delle colture, cfr. 01.61 - revisione di aeromobili o relativi motori, cfr. 33.16 - attività di gestione di aeroporti, cfr. 52.23 - pubblicità aerea (sky-writing), cfr. 73.11 - fotografia aerea, cfr. 74.20","# trasporto aereo

Questa divisione include il trasporto aereo o spaziale di passeggeri o di merci. Sono escluse le seguenti attività: - irrorazione aerea delle colture, cfr. 01.61 - revisione di aeromobili o relativi motori, cfr. 33.16 - attività di gestione di aeroporti, cfr. 52.23 - pubblicità aerea (sky-writing), cfr. 73.11 - fotografia aerea, cfr. 74.20

Questa sezione ATECO non comprende le seguenti attività:

- irrorazione aerea delle colture, cfr. 01.61 - revisione di aeromobili o relativi motori, cfr. 33.16 - attività di gestione di aeroporti, cfr. 52.23 - pubblicità aerea (sky-writing), cfr. 73.11 - fotografia aerea, cfr. 74.20, 
","- irrorazione aerea delle colture, cfr. 01.61 - revisione di aeromobili o relativi motori, cfr. 33.16 - attività di gestione di aeroporti, cfr. 52.23 - pubblicità aerea (sky-writing), cfr. 73.11 - fotografia aerea, cfr. 74.20",,
H,52,divisione,magazzinaggio e attività di supporto ai trasporti,"Questa divisione include il magazzinaggio e le attività di supporto ai trasporti, quali la gestione di infrastrutture (ad esempio: aeroporti, porti, gallerie, ponti eccetera), le attività delle agenzie di trasporto e dei centri di movimentazione.","# magazzinaggio e attività di supporto ai trasporti

Questa divisione include il magazzinaggio e le attività di supporto ai trasporti, quali la gestione di infrastrutture (ad esempio: aeroporti, porti, gallerie, ponti eccetera), le attività delle agenzie di trasporto e dei centri di movimentazione.
",,,
H,53,divisione,servizi postali e attività di corriere,"Questa divisione include i servizi postali e le attività di corriere quali il ritiro, il trasporto e la consegna di lettere e pacchi, secondo norme diverse. È inclusa anche la consegna in ambito locale ed i servizi di pony express.","# servizi postali e attività di corriere

Questa divisione include i servizi postali e le attività di corriere quali il ritiro, il trasporto e la consegna di lettere e pacchi, secondo norme diverse. È inclusa anche la consegna in ambito locale ed i servizi di pony express.
",,,
I,55,divisione,alloggio,"Questa divisione include la fornitura di alloggi per brevi periodi a visitatori e viaggiatori. È inclusa anche la fornitura di alloggi per periodi di tempo più lunghi a studenti, lavoratori e figure simili. Alcune strutture forniscono unicamente alloggio, mentre altre forniscono una combinazione di alloggio, pasti e/o servizi accessori. Questa divisione esclude le attività connesse alla fornitura di alloggio per lunghi periodi, in strutture quali appartamenti, generalmente affittati mensilmente o annualmente e che vengono classificati nelle Attività Immobiliari (sezione L).","# alloggio

Questa divisione include la fornitura di alloggi per brevi periodi a visitatori e viaggiatori. È inclusa anche la fornitura di alloggi per periodi di tempo più lunghi a studenti, lavoratori e figure simili. Alcune strutture forniscono unicamente alloggio, mentre altre forniscono una combinazione di alloggio, pasti e/o servizi accessori. Questa divisione esclude le attività connesse alla fornitura di alloggio per lunghi periodi, in strutture quali appartamenti, generalmente affittati mensilmente o annualmente e che vengono classificati nelle Attività Immobiliari (sezione L).
",,,
I,56,divisione,attività dei servizi di ristorazione,"Questa divisione include le attività dei servizi di ristorazione che forniscono pasti completi o bevande per il consumo immediato, sia in ristoranti tradizionali, self-service o da asporto, che in chioschi permanenti o temporanei con o senza posti a sedere. L'aspetto decisivo è che vengono forniti pasti per il consumo immediato, indipendentemente dal tipo di struttura che li offre. È esclusa la fornitura di pasti non preparati per il consumo immediato o che non siano prodotti per essere consumati immediatamente o di cibo preparato che non può essere considerato un pasto (cfr. divisioni 10: Industrie alimentari e 11: Industria delle bevande). È inoltre esclusa la vendita di alimenti non prodotti in proprio che non possono essere considerati un pasto o di pasti non pronti per il consumo immediato (cfr. sezione G: commercio all'ingrosso e al dettaglio e riparazione di autoveicoli).","# attività dei servizi di ristorazione

Questa divisione include le attività dei servizi di ristorazione che forniscono pasti completi o bevande per il consumo immediato, sia in ristoranti tradizionali, self-service o da asporto, che in chioschi permanenti o temporanei con o senza posti a sedere. L'aspetto decisivo è che vengono forniti pasti per il consumo immediato, indipendentemente dal tipo di struttura che li offre. È esclusa la fornitura di pasti non preparati per il consumo immediato o che non siano prodotti per essere consumati immediatamente o di cibo preparato che non può essere considerato un pasto (cfr. divisioni 10: Industrie alimentari e 11: Industria delle bevande). È inoltre esclusa la vendita di alimenti non prodotti in proprio che non possono essere considerati un pasto o di pasti non pronti per il consumo immediato (cfr. sezione G: commercio all'ingrosso e al dettaglio e riparazione di autoveicoli).
",,,
J,58,divisione,attività editoriali,"Questa divisione include l'edizione di libri, opuscoli, volantini, dizionari, enciclopedie, atlanti, cartine e mappe; l'edizione di giornali, riviste e periodici; elenchi, mailing list ed altre pubblicazioni, anche di software. Le attività legate all'editoria includono l'acquisizione dei diritti d'autore di contenuti (prodotti di informazione) e l'erogazione di tali prodotti al pubblico attivando (o prendendo accordi per) la riproduzione e la distribuzione degli stessi in varie forme. Tutte le possibili forme di editoria (in forma cartacea, elettronica o audio, su internet, su supporto multimediale, ad esempio testi su Cd-Rom eccetera) esclusa l'edizione di pellicole cinematografiche, sono incluse in questa divisione. Questa divisione esclude l'edizione di pellicole cinematografiche, videocassette e film su Dvd o su supporto simile (divisione 59) e la produzione di copie originali per dischi o materiale audio (divisione 59). Sono escluse inoltre la stampa (cfr. 18.11, 18.12) e la riproduzione di supporti registrati (cfr. 18.20).","# attività editoriali

Questa divisione include l'edizione di libri, opuscoli, volantini, dizionari, enciclopedie, atlanti, cartine e mappe; l'edizione di giornali, riviste e periodici; elenchi, mailing list ed altre pubblicazioni, anche di software. Le attività legate all'editoria includono l'acquisizione dei diritti d'autore di contenuti (prodotti di informazione) e l'erogazione di tali prodotti al pubblico attivando (o prendendo accordi per) la riproduzione e la distribuzione degli stessi in varie forme. Tutte le possibili forme di editoria (in forma cartacea, elettronica o audio, su internet, su supporto multimediale, ad esempio testi su Cd-Rom eccetera) esclusa l'edizione di pellicole cinematografiche, sono incluse in questa divisione. Questa divisione esclude l'edizione di pellicole cinematografiche, videocassette e film su Dvd o su supporto simile (divisione 59) e la produzione di copie originali per dischi o materiale audio (divisione 59). Sono escluse inoltre la stampa (cfr. 18.11, 18.12) e la riproduzione di supporti registrati (cfr. 18.20).
",,,
J,59,divisione,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore","Questa divisione include la produzione di spettacoli cinematografici su pellicola, videocassetta o disco per la proiezione diretta in sale cinematografiche o per la trasmissione in televisione; le attività ausiliarie quali l'editing, il montaggio, il doppiaggio eccetera; la distribuzione ad altre industrie di spettacoli cinematografici e di altre produzioni; la proiezione di spettacoli cinematografici e di altre produzioni. Sono inclusi in questa divisione l'acquisto e la vendita di spettacoli cinematografici, di altre produzioni e dei diritti di distribuzione. La divisione comprende anche le attività degli studi di registrazione sonora, ossia la produzione di registrazioni sonore originali, il lancio, la promozione e la distribuzione del materiale registrato, l'edizione di musica e le attività di registrazione sonora effettuata negli studi o altrove.","# attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore

Questa divisione include la produzione di spettacoli cinematografici su pellicola, videocassetta o disco per la proiezione diretta in sale cinematografiche o per la trasmissione in televisione; le attività ausiliarie quali l'editing, il montaggio, il doppiaggio eccetera; la distribuzione ad altre industrie di spettacoli cinematografici e di altre produzioni; la proiezione di spettacoli cinematografici e di altre produzioni. Sono inclusi in questa divisione l'acquisto e la vendita di spettacoli cinematografici, di altre produzioni e dei diritti di distribuzione. La divisione comprende anche le attività degli studi di registrazione sonora, ossia la produzione di registrazioni sonore originali, il lancio, la promozione e la distribuzione del materiale registrato, l'edizione di musica e le attività di registrazione sonora effettuata negli studi o altrove.
",,,
J,60,divisione,attività di programmazione e trasmissione,"Questa divisione include le attività di creazione di contenuti e di acquisizione dei diritti di distribuzione degli stessi, con successiva trasmissione in programmi radiofonici e televisivi di intrattenimento, telegiornali, talk-show e simili. È inclusa anche la trasmissione di testi, principalmente collegata alle trasmissioni radiotelevisive. La trasmissione può avvenire tramite l'impiego di diverse tecnologie, via ripetitore, via satellite, via cavo o via internet. La divisione comprende anche la produzione di programmi destinati per loro natura ad un pubblico ristretto (ad esempio notiziari, programmi sportivi, educativi, programmi destinati ad un pubblico giovane) disponibili tramite abbonamento o a pagamento a terzi, per successiva trasmissione al pubblico. Questa divisione esclude la diffusione di programmi televisivi completi da parte di terzi, ossia senza alterazione del contenuto, (cfr. divisione 61).","# attività di programmazione e trasmissione

Questa divisione include le attività di creazione di contenuti e di acquisizione dei diritti di distribuzione degli stessi, con successiva trasmissione in programmi radiofonici e televisivi di intrattenimento, telegiornali, talk-show e simili. È inclusa anche la trasmissione di testi, principalmente collegata alle trasmissioni radiotelevisive. La trasmissione può avvenire tramite l'impiego di diverse tecnologie, via ripetitore, via satellite, via cavo o via internet. La divisione comprende anche la produzione di programmi destinati per loro natura ad un pubblico ristretto (ad esempio notiziari, programmi sportivi, educativi, programmi destinati ad un pubblico giovane) disponibili tramite abbonamento o a pagamento a terzi, per successiva trasmissione al pubblico. Questa divisione esclude la diffusione di programmi televisivi completi da parte di terzi, ossia senza alterazione del contenuto, (cfr. divisione 61).
",,,
J,61,divisione,telecomunicazioni,"Questa divisione include le attività di fornitura dei servizi di telecomunicazione e le attività ad essa associate, ossia la trasmissione di voce, dati, testi, suoni e video. Le strutture di trasmissione che effettuano tali attività possono utilizzare una tecnologia singola o un insieme di tecnologie. L'insieme delle attività classificate in questa divisione riguardano la trasmissione di contenuti, ma non la creazione degli stessi. La classificazione di questa divisione viene effettuata in base al tipo di infrastruttura gestita. Nel caso di trasmissione di segnale televisivo, questa può includere l'unificazione dei palinsesti (prodotti nella divisione 60) in pacchetti di programmazione pronti per la distribuzione.","# telecomunicazioni

Questa divisione include le attività di fornitura dei servizi di telecomunicazione e le attività ad essa associate, ossia la trasmissione di voce, dati, testi, suoni e video. Le strutture di trasmissione che effettuano tali attività possono utilizzare una tecnologia singola o un insieme di tecnologie. L'insieme delle attività classificate in questa divisione riguardano la trasmissione di contenuti, ma non la creazione degli stessi. La classificazione di questa divisione viene effettuata in base al tipo di infrastruttura gestita. Nel caso di trasmissione di segnale televisivo, questa può includere l'unificazione dei palinsesti (prodotti nella divisione 60) in pacchetti di programmazione pronti per la distribuzione.
",,,
J,62,divisione,"produzione di software, consulenza informatica e attività connesse","Questa divisione include le seguenti attività, mirate a fornire servizi specifici nel settore delle tecnologie informatiche: scrittura, modifica, verifica e assistenza software; pianificazione e progettazione di sistemi informatici che integrano hardware, software e tecnologie delle comunicazioni; gestione ed utilizzo on- site dei sistemi informatici dei clienti e/o di strutture di elaborazione dei dati ed infine altre attività professionali e tecniche legate al settore informatico.","# produzione di software, consulenza informatica e attività connesse

Questa divisione include le seguenti attività, mirate a fornire servizi specifici nel settore delle tecnologie informatiche: scrittura, modifica, verifica e assistenza software; pianificazione e progettazione di sistemi informatici che integrano hardware, software e tecnologie delle comunicazioni; gestione ed utilizzo on- site dei sistemi informatici dei clienti e/o di strutture di elaborazione dei dati ed infine altre attività professionali e tecniche legate al settore informatico.
",,,
J,63,divisione,attività dei servizi d'informazione e altri servizi informatici,"Questa divisione include le attività dei portali di ricerca web, le attività di elaborazione dei dati e di hosting ed altre attività mirate principalmente a fornire informazioni.","# attività dei servizi d'informazione e altri servizi informatici

Questa divisione include le attività dei portali di ricerca web, le attività di elaborazione dei dati e di hosting ed altre attività mirate principalmente a fornire informazioni.
",,,
K,64,divisione,attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),"Questa divisione include le attività mirate a raccogliere e redistribuire fondi (escluse le assicurazioni, i fondi pensione e le assicurazioni sociali obbligatorie). Nota: La normativa nazionale riveste un ruolo significativo nel determinare la classificazione all'interno di questa divisione.","# attività di servizi finanziari (escluse le assicurazioni e i fondi pensione)

Questa divisione include le attività mirate a raccogliere e redistribuire fondi (escluse le assicurazioni, i fondi pensione e le assicurazioni sociali obbligatorie). Nota: La normativa nazionale riveste un ruolo significativo nel determinare la classificazione all'interno di questa divisione.

Questa sezione ATECO non comprende le seguenti attività:

, escluse le assicurazioni, i fondi pensione e le assicurazioni sociali obbligatorie
",,"escluse le assicurazioni, i fondi pensione e le assicurazioni sociali obbligatorie",
